restaurant_name,food_id,food_name,food_name_cn,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,saturated_fat_g,trans_fat_g,cholesterol_mg,fiber_g,sugars_g,added_sugars_g,protein_dv,total_carbs_dv,total_fat_dv,saturated_fat_dv,trans_fat_dv,cholesterol_dv,sodium_dv,dietary_fiber_dv,total_sugars_dv,added_sugars_dv,vitamin_d_mcg,vitamin_d_dv,calcium_mg,calcium_dv,iron_mg,iron_dv,potassium_mg,potassium_dv,description,allergens,ingredient_count,ingredients_full,allergens_full,product_url,local_image_path,scraped_date,
Taco Bell,,Caramel Dulce Churro Chiller (16 oz),,500,7,19,78,350,12,0.5,<5,0,77,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0093_Taco_Bell_Caramel_Dulce_Churro_Chiller_16_oz_20260131_144939.png,,
Taco Bell,,Caramel Dulce Churro Chiller (20 oz),,680,10,25,106,470,16,1,10,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0094_Taco_Bell_Caramel_Dulce_Churro_Chiller_20_oz_20260131_144940.png,,
Taco Bell,,Cinnabon® Caramel Coffee - Hot,,170,2,2,35,65,1.5,0,5,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0095_Taco_Bell_Cinnabon_Caramel_Coffee_-_Hot_20260131_144940.png,,
Taco Bell,,Cinnabon® Caramel Coffee - Iced (16 oz),,240,3,9,35,150,6,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0096_Taco_Bell_Cinnabon_Caramel_Coffee_-_Iced_16_oz_20260131_144941.png,,
Taco Bell,,Cinnabon® Caramel Coffee - Iced (20 oz),,240,3,9,35,150,6,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0097_Taco_Bell_Cinnabon_Caramel_Coffee_-_Iced_20_oz_20260131_144941.png,,
Taco Bell,,Cinnabon® Caramel Latte Chiller (16 oz),,410,5,16,59,240,10,0,<5,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0098_Taco_Bell_Cinnabon_Caramel_Latte_Chiller_16_oz_20260131_144942.png,,
Taco Bell,,Cinnabon® Caramel Latte Chiller (19 oz),,530,8,22,75,340,13,0.5,<5,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0099_Taco_Bell_Cinnabon_Caramel_Latte_Chiller_19_oz_20260131_144942.png,,
Taco Bell,,Cinnabon® Delights™ Coffee - Hot,,160,1,2,34,75,1.5,0,5,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0100_Taco_Bell_Cinnabon_Delights_Coffee_-_Hot_20260131_144953.png,,
Taco Bell,,Cinnabon® Delights™ Coffee - Iced,,160,1,2,34,85,1.5,0,5,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,,Confetti Cookie Freeze™ (16 oz),,220,0,1,55,80,0.5,0,<5,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0102_Taco_Bell_Confetti_Cookie_Freeze_16_oz_20260131_144954.png,,
Taco Bell,,Confetti Cookie Freeze™ (20 oz),,260,0,1,66,95,0.5,0,<5,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0103_Taco_Bell_Confetti_Cookie_Freeze_20_oz_20260131_144954.png,,
Taco Bell,,Dragonfruit Berry Agua Refresca,,170,0,0,43,40,0,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0104_Taco_Bell_Dragonfruit_Berry_Agua_Refresca_20260131_144954.png,,
Taco Bell,,Hot Coffee with Creamer,,45,<1,1,8,10,0.5,0,<5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0105_Taco_Bell_Hot_Coffee_with_Creamer_20260131_144955.png,,
Taco Bell,,Iced Coffee with Creamer,,45,<1,1,8,15,0.5,0,<5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0106_Taco_Bell_Iced_Coffee_with_Creamer_20260131_144955.png,,
Taco Bell,,Lowfat Milk - CA (Regional),,100,9,2,13,130,1.5,0,10,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,,Lowfat Milk - Federal (Regional),,80,7,2,10,100,1.5,0,10,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0108_Taco_Bell_Lowfat_Milk_-_Federal_Regional_20260131_144956.png,,
Taco Bell,,Mango Peach Agua Refresca,,170,0,0,43,40,0,0,0,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0109_Taco_Bell_Mango_Peach_Agua_Refresca_20260131_144956.png,,
Taco Bell,,Mexican Chocolate Churro Chiller (16 oz),,430,7,18,63,330,11,0.5,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0110_Taco_Bell_Mexican_Chocolate_Churro_Chiller_16_oz_20260131_144957.png,,
Taco Bell,,Mexican Chocolate Churro Chiller (20 oz),,570,9,24,82,440,15,1,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0111_Taco_Bell_Mexican_Chocolate_Churro_Chiller_20_oz_20260131_144957.png,,
Taco Bell,,Mexican Mocha Coffee - Hot,,160,2,2.5,32,55,1.5,0,5,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0112_Taco_Bell_Mexican_Mocha_Coffee_-_Hot_20260131_144958.png,,
Taco Bell,,Mexican Mocha Coffee - Iced (16 oz),,260,3,11,37,125,6,0,<5,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0113_Taco_Bell_Mexican_Mocha_Coffee_-_Iced_16_oz_20260131_144958.png,,
Taco Bell,,Mexican Mocha Coffee - Iced (20 oz),,280,4,11,42,140,6,0,<5,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0114_Taco_Bell_Mexican_Mocha_Coffee_-_Iced_20_oz_20260131_144959.png,,
Taco Bell,,Mexican Mocha Latte Chiller (16 oz),,430,6,17,61,220,10,0.5,5,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0115_Taco_Bell_Mexican_Mocha_Latte_Chiller_16_oz_20260131_144959.png,,
Taco Bell,,Mexican Mocha Latte Chiller (20 oz),,550,8,23,77,320,14,0.5,5,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0116_Taco_Bell_Mexican_Mocha_Latte_Chiller_20_oz_20260131_145000.png,,
Taco Bell,,Mtn Dew® Baja Blast Freeze™ (16 oz),,150,0,0,41,45,0,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0117_Taco_Bell_Mtn_Dew_Baja_Blast_Freeze_16_oz_20260131_145000.png,,
Taco Bell,,Mtn Dew® Baja Blast Freeze™ (20 oz),,190,0,0,51,55,0,0,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0118_Taco_Bell_Mtn_Dew_Baja_Blast_Freeze_20_oz_20260131_145001.png,,
Taco Bell,,Orange Juice,,140,2,0,33,20,0,0,0,<1,28,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0119_Taco_Bell_Orange_Juice_20260131_145001.png,,
Taco Bell,,Pineapple Lime Rockstar Refresca,,50,0,0,12,30,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,,Pink Lemonade Frost (16 oz),,190,<1,1.5,47,135,1,0,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0121_Taco_Bell_Pink_Lemonade_Frost_16_oz_20260131_145002.png,,
Taco Bell,,Pink Lemonade Frost (20 oz),,270,1,3,66,190,2,0,0,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0122_Taco_Bell_Pink_Lemonade_Frost_20_oz_20260131_145002.png,,
Taco Bell,,Premium Roast Coffee - Hot,,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0123_Taco_Bell_Premium_Roast_Coffee_-_Hot_20260131_145003.png,,
Taco Bell,,Premium Roast Coffee - Iced,,0,0,0,0,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0124_Taco_Bell_Premium_Roast_Coffee_-_Iced_20260131_145004.png,,
Taco Bell,,Strawberry Matcha Chiller (16 oz),,510,6,21,74,290,13,0.5,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0125_Taco_Bell_Strawberry_Matcha_Chiller_16_oz_20260131_145004.png,,
Taco Bell,,Strawberry Matcha Chiller (20 oz),,680,8,27,100,390,16,1,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0126_Taco_Bell_Strawberry_Matcha_Chiller_20_oz_20260131_145005.png,,
Taco Bell,,Strawberry Passionfruit Agua Refresca,,170,0,0,43,40,0,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0127_Taco_Bell_Strawberry_Passionfruit_Agua_Refresca_20260131_145005.png,,
Taco Bell,,Tropical Punch Rockstar Refresca,,80,0,0,20,65,0,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0128_Taco_Bell_Tropical_Punch_Rockstar_Refresca_20260131_145006.png,,
Taco Bell,,Vanilla Crema Coffee - Hot,,100,2,2,20,10,1,0,5,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0129_Taco_Bell_Vanilla_Crema_Coffee_-_Hot_20260131_145006.png,,
Taco Bell,,Vanilla Crema Coffee - Iced (16 oz),,220,3,10,28,95,6,0,<5,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0130_Taco_Bell_Vanilla_Crema_Coffee_-_Iced_16_oz_20260131_145007.png,,
Taco Bell,,Vanilla Crema Coffee - Iced (20 oz),,220,3,10,29,95,6,0,<5,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0131_Taco_Bell_Vanilla_Crema_Coffee_-_Iced_20_oz_20260131_145007.png,,
Taco Bell,,Vanilla Crema Latte Chiller (16 oz),,390,5,17,53,190,10,0.5,5,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0132_Taco_Bell_Vanilla_Crema_Latte_Chiller_16_oz_20260131_145008.png,,
Taco Bell,,Vanilla Crema Latte Chiller (20 oz),,510,8,23,69,290,14,0.5,5,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0133_Taco_Bell_Vanilla_Crema_Latte_Chiller_20_oz_20260131_145009.png,,
Taco Bell,,Water,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0134_Taco_Bell_Water_20260131_145009.png,,
Taco Bell,,Wild Strawberry Churro Chiller (16 oz),,440,6,17,64,310,11,0.5,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0135_Taco_Bell_Wild_Strawberry_Churro_Chiller_16_oz_20260131_145010.png,,
Taco Bell,,Wild Strawberry Churro Chiller (20 oz),,580,8,23,85,400,15,1,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,,3-Cheese Chicken Flatbread Melt - Value Menu,,320,20,14,30,750,6,0,50,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0137_Taco_Bell_3-Cheese_Chicken_Flatbread_Melt_-_Value_Menu_20260131_145010.png,,
Taco Bell,,Avocado Ranch Chicken Stacker,,350,16,15,40,890,4.5,0,35,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0138_Taco_Bell_Avocado_Ranch_Chicken_Stacker_20260131_145011.png,,
Taco Bell,,Beefy Potato Loaded Griller,,480,12,23,56,1120,6,0,25,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0139_Taco_Bell_Beefy_Potato_Loaded_Griller_20260131_145011.png,,
Taco Bell,,Cheesy Bean & Rice Burrito - Value Menu,,400,9,16,56,950,3.5,0,<5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0140_Taco_Bell_Cheesy_Bean_Rice_Burrito_-_Value_Menu_20260131_145012.png,,
Taco Bell,,Cheesy Double Beef Burrito - Value Menu,,560,20,25,64,1340,9,0,50,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0141_Taco_Bell_Cheesy_Double_Beef_Burrito_-_Value_Menu_20260131_145012.png,,
Taco Bell,,Cheesy Fiesta Potatoes - Value Menu,,240,3,12,29,520,1.5,0,<5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0142_Taco_Bell_Cheesy_Fiesta_Potatoes_-_Value_Menu_20260131_145013.png,,
Taco Bell,,Cheesy Roll Up - Value Menu,,170,8,8,18,420,5,0,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0143_Taco_Bell_Cheesy_Roll_Up_-_Value_Menu_20260131_145013.png,,
Taco Bell,,Chicken Enchilada Burrito - Value Menu,,370,18,11,50,1150,5,0,40,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,,Chips and Nacho Supreme Dip,,360,10,19,37,720,4.5,0,20,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0145_Taco_Bell_Chips_and_Nacho_Supreme_Dip_20260131_145014.png,,
Taco Bell,,Double Stacked Taco - Value Menu,,320,10,16,34,610,5,0,25,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0146_Taco_Bell_Double_Stacked_Taco_-_Value_Menu_20260131_145014.png,,
Taco Bell,,Loaded Beef Nachos - Value Menu,,450,12,24,45,930,5,0,20,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0147_Taco_Bell_Loaded_Beef_Nachos_-_Value_Menu_20260131_145015.png,,
Taco Bell,,Mini Taco Salad,,280,9,15,27,490,4,0,20,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0148_Taco_Bell_Mini_Taco_Salad_20260131_145015.png,,
Taco Bell,,Spicy Potato Soft Taco - Value Menu,,240,5,11,28,470,3,0,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0149_Taco_Bell_Spicy_Potato_Soft_Taco_-_Value_Menu_20260131_145016.png,,
Taco Bell,,Bean Burrito,,360,13,10,54,1080,4.5,0,5,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0150_Taco_Bell_Bean_Burrito_20260131_145016.png,,
Taco Bell,,Black Bean Chalupa Supreme®,,340,10,17,36,450,3.5,0,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0151_Taco_Bell_Black_Bean_Chalupa_Supreme_20260131_145017.png,,
Taco Bell,,Black Bean Crunchwrap Supreme®,,520,13,17,78,1090,5,0,<5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0152_Taco_Bell_Black_Bean_Crunchwrap_Supreme_20260131_145017.png,,
Taco Bell,,Black Beans,,50,3,1.5,7,140,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0153_Taco_Bell_Black_Beans_20260131_145018.png,,
Taco Bell,,Black Beans & Rice,,160,4,4.5,25,370,0,0,0,5,<1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0154_Taco_Bell_Black_Beans_Rice_20260131_145018.png,,
Taco Bell,,Cheese Quesadilla,,440,18,22,43,980,11,0,50,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0155_Taco_Bell_Cheese_Quesadilla_20260131_145019.png,,
Taco Bell,,Cheesy Bean & Rice Burrito,,400,9,16,56,950,3.5,0,<5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0156_Taco_Bell_Cheesy_Bean_Rice_Burrito_20260131_145019.png,,
Taco Bell,,Cheesy Fiesta Potatoes,,240,3,12,29,520,1.5,0,<5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0157_Taco_Bell_Cheesy_Fiesta_Potatoes_20260131_145020.png,,
Taco Bell,,Cheesy Roll Up,,170,8,8,18,420,5,0,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0158_Taco_Bell_Cheesy_Roll_Up_20260131_145020.png,,
Taco Bell,,Chips and Nacho Cheese Sauce,,220,3,13,24,280,1.5,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0159_Taco_Bell_Chips_and_Nacho_Cheese_Sauce_20260131_145021.png,,
Taco Bell,,Cinnabon® Delights™ (2 Pack),,170,2,11,15,70,3.5,0,5,<1,9,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0160_Taco_Bell_Cinnabon_Delights_2_Pack_20260131_145022.png,,
Taco Bell,,Cinnabon® Delights™ (12 Pack - Serves 4),,1010,11,68,88,430,22,0,40,5,52,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0161_Taco_Bell_Cinnabon_Delights_12_Pack_-_Serves_4_20260131_145022.png,,
Taco Bell,,Cinnamon Twists,,170,1,6,27,115,0.5,0,0,<1,10,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0162_Taco_Bell_Cinnamon_Twists_20260131_145023.png,,
Taco Bell,,Hash Brown,,170,2,11,14,330,1,0,0,2,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,,Pintos N Cheese,,170,9,6,19,680,3,0,10,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0164_Taco_Bell_Pintos_N_Cheese_20260131_145023.png,,
Taco Bell,,Spicy Potato Soft Taco,,240,5,11,28,470,3,0,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0165_Taco_Bell_Spicy_Potato_Soft_Taco_20260131_145024.png,,
Taco Bell,,Veggie Bowl,,410,12,20,48,850,6,0,20,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0166_Taco_Bell_Veggie_Bowl_20260131_145024.png,,
Taco Bell,,Veggie Mexican Pizza,,460,14,23,48,740,6,0,25,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,,Breakfast California Crunchwrap - Bacon,,640,21,38,54,1390,12,0,135,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0168_Taco_Bell_Breakfast_California_Crunchwrap_-_Bacon_20260131_145025.png,,
Taco Bell,,Breakfast California Crunchwrap - Sausage,,700,20,45,54,1360,15,0,140,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0169_Taco_Bell_Breakfast_California_Crunchwrap_-_Sausage_20260131_145025.png,,
Taco Bell,,Breakfast Crunchwrap - Bacon,,660,21,40,54,1370,13,0,140,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0170_Taco_Bell_Breakfast_Crunchwrap_-_Bacon_20260131_145026.png,,
Taco Bell,,Breakfast Crunchwrap - Sausage Patty,,740,21,49,55,1270,16,0,150,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0171_Taco_Bell_Breakfast_Crunchwrap_-_Sausage_Patty_20260131_145026.png,,
Taco Bell,,Breakfast Crunchwrap - Steak,,650,24,38,55,1410,12,0,145,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0172_Taco_Bell_Breakfast_Crunchwrap_-_Steak_20260131_145027.png,,
Taco Bell,,Breakfast Quesadilla - Bacon,,500,25,26,42,1240,13,0,155,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0173_Taco_Bell_Breakfast_Quesadilla_-_Bacon_20260131_145027.png,,
Taco Bell,,Breakfast Quesadilla - Sausage,,500,23,27,42,1110,13,0,150,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0174_Taco_Bell_Breakfast_Quesadilla_-_Sausage_20260131_145028.png,,
Taco Bell,,Breakfast Quesadilla - Steak,,500,28,23,43,1290,12,0,160,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0175_Taco_Bell_Breakfast_Quesadilla_-_Steak_20260131_145028.png,,
Taco Bell,,Breakfast Salsa Packet (V),,0,0,0,<1,50,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0176_Taco_Bell_Breakfast_Salsa_Packet_V_20260131_145029.png,,
Taco Bell,,Cheesy Toasted Breakfast Burrito - Bacon,,350,13,16,38,900,5,0,110,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0177_Taco_Bell_Cheesy_Toasted_Breakfast_Burrito_-_Bacon_20260131_145029.png,,
Taco Bell,,Cheesy Toasted Breakfast Burrito - Fiesta Potato (V),,340,9,14,44,770,3.5,0,95,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0178_Taco_Bell_Cheesy_Toasted_Breakfast_Burrito_-_Fiesta_Potato_V_20260131_145029.png,,
Taco Bell,,Cheesy Toasted Breakfast Burrito - Sausage,,350,10,17,38,770,6,0,105,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0179_Taco_Bell_Cheesy_Toasted_Breakfast_Burrito_-_Sausage_20260131_145030.png,,
Taco Bell,,Cinnabon® Delights™ (2 Pack) (V),,170,2,11,15,70,3.5,0,5,<1,9,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0180_Taco_Bell_Cinnabon_Delights_2_Pack_V_20260131_145031.png,,
Taco Bell,,Cinnabon® Delights™ (12 Pack - Serves 4) (V),,1010,11,68,88,430,22,0,40,5,52,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0181_Taco_Bell_Cinnabon_Delights_12_Pack_-_Serves_4_V_20260131_145031.png,,
Taco Bell,,Cinnabon® Delights™ Coffee - Hot,,160,1,2,34,75,1.5,0,5,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0182_Taco_Bell_Cinnabon_Delights_Coffee_-_Hot_20260131_145032.png,,
Taco Bell,,Cinnabon® Delights™ Coffee - Iced,,160,1,2,34,85,1.5,0,5,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0183_Taco_Bell_Cinnabon_Delights_Coffee_-_Iced_20260131_145032.png,,
Taco Bell,,Grande Toasted Breakfast Burrito - Bacon,,570,23,29,52,1310,11,0,225,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0184_Taco_Bell_Grande_Toasted_Breakfast_Burrito_-_Bacon_20260131_145033.png,,
Taco Bell,,Grande Toasted Breakfast Burrito - Sausage,,570,21,30,52,1180,11,0,220,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0185_Taco_Bell_Grande_Toasted_Breakfast_Burrito_-_Sausage_20260131_145033.png,,
Taco Bell,,Grande Toasted Breakfast Burrito - Steak,,560,26,27,53,1360,10,0,230,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0186_Taco_Bell_Grande_Toasted_Breakfast_Burrito_-_Steak_20260131_145034.png,,
Taco Bell,,Hash Brown (V),,170,2,11,14,330,1,0,0,2,<1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0187_Taco_Bell_Hash_Brown_V_20260131_145034.png,,
Taco Bell,,Hash Brown Toasted Breakfast Burrito - Bacon,,580,20,31,53,1350,10,0,130,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0188_Taco_Bell_Hash_Brown_Toasted_Breakfast_Burrito_-_Bacon_20260131_145034.png,,
Taco Bell,,Hash Brown Toasted Breakfast Burrito - Sausage,,580,18,32,53,1220,10,0,125,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0189_Taco_Bell_Hash_Brown_Toasted_Breakfast_Burrito_-_Sausage_20260131_145035.png,,
Taco Bell,,Hash Brown Toasted Breakfast Burrito - Steak,,570,24,29,54,1400,9,0,135,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0190_Taco_Bell_Hash_Brown_Toasted_Breakfast_Burrito_-_Steak_20260131_145035.png,,
Taco Bell,,Hot Coffee with Creamer,,45,<1,1,8,10,0.5,0,<5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0191_Taco_Bell_Hot_Coffee_with_Creamer_20260131_145036.png,,
Taco Bell,,Iced Coffee with Creamer,,45,<1,1,8,15,0.5,0,<5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0192_Taco_Bell_Iced_Coffee_with_Creamer_20260131_145036.png,,
Taco Bell,,Orange Juice,,140,2,0,33,20,0,0,0,<1,28,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0193_Taco_Bell_Orange_Juice_20260131_145037.png,,
Taco Bell,,Premium Roast Coffee - Hot,,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0194_Taco_Bell_Premium_Roast_Coffee_-_Hot_20260131_145038.png,,
Taco Bell,,Premium Roast Coffee - Iced,,0,0,0,0,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0195_Taco_Bell_Premium_Roast_Coffee_-_Iced_20260131_145038.png,,
Taco Bell,,Vanilla Creamer,,20,0,0,4,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0196_Taco_Bell_Vanilla_Creamer_20260131_145039.png,,
Taco Bell,,Mad Tasty Grapefruit Sparkling Water,,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0197_Taco_Bell_Mad_Tasty_Grapefruit_Sparkling_Water_20260131_145039.png,,
Taco Bell,,Mad Tasty Unicorn Tears Sparkling Water,,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0198_Taco_Bell_Mad_Tasty_Unicorn_Tears_Sparkling_Water_20260131_145040.png,,
Taco Bell,,Mad Tasty Watermelon Kiwi Sparkling Water,,15,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0199_Taco_Bell_Mad_Tasty_Watermelon_Kiwi_Sparkling_Water_20260131_145040.png,,
Taco Bell,,Mad Tasty Yuzu Citrus Sparkling Water,,5,0,0,0,55,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0200_Taco_Bell_Mad_Tasty_Yuzu_Citrus_Sparkling_Water_20260131_145052.png,,
Taco Bell,,Mtn Dew® Baja Blast Freeze™ (16 oz),,150,0,0,41,45,0,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0201_Taco_Bell_Mtn_Dew_Baja_Blast_Freeze_16_oz_20260131_145053.png,,
Taco Bell,,Mtn Dew® Baja Blast Freeze™ (20 oz),,190,0,0,51,55,0,0,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Bell,,Prosecco Sparkling Wine (350 mL),,280,0,0,9,15,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0203_Taco_Bell_Prosecco_Sparkling_Wine_350_mL_20260131_145053.png,,
Taco Bell,,Red Wine (6.3 fl oz),,160,0,0,5,5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0204_Taco_Bell_Red_Wine_63_fl_oz_20260131_145053.png,,
Taco Bell,,Rum (80 proof),,70,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0205_Taco_Bell_Rum_80_proof_20260131_145054.png,,
Taco Bell,,Tequila (80 proof),,70,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0206_Taco_Bell_Tequila_80_proof_20260131_145054.png,,
Taco Bell,,Vodka (80 proof),,70,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0207_Taco_Bell_Vodka_80_proof_20260131_145055.png,,
Taco Bell,,Anchor Steam (16 oz),,200,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,generated_images/0208_Taco_Bell_Anchor_Steam_16_oz_20260131_145055.png,,
