restaurant_name,food_name,calories,protein_g,total_fat_g,sodium_mg,total_carbs_g,saturated_fat_g,trans_fat_g,cholesterol_mg,fiber_g,sugars_g,food_id,food_name_cn,description,allergens,local_image_path,scraped_date
Pizza Hut,Chicken Garden Salad,420,4,19,1030,39,4,0,75,32,10,938573,,"Chicken Garden Salad, Salads, Express Salads",,,2026-02-04
Pizza Hut,"Loaded Baked Potato Soup w/ Crackers, Bowl",600,3,40,1810,41,19,1,95,21,7,938707,,"Loaded Baked Potato Soup w/ Crackers, Bowl, Soup",,,2026-02-04
Pizza Hut,Fries w/ Ketchup,500,3,24,1230,67,4.5,0,0,4,7,953841,,"Fries w/ Ketchup, Sides",,,2026-02-04
Pizza Hut,"Broccoli & Cheese Soup w/ Crackers, Bowl",530,2,37,2060,35,18,1,80,15,6,938703,,"Broccoli & Cheese Soup w/ Crackers, Bowl, Soup",,,2026-02-04
Pizza Hut,Oven-Baked Veggie Pasta,640,9,16,1170,99,8,0,40,27,18,953887,,"Oven-Baked Veggie Pasta, Pasta",,,2026-02-04
Pizza Hut,Penne w/ Marinara & Meatballs (1/2 Size),630,6,28,1570,62,13,1,95,33,17,953888,,"Penne w/ Marinara & Meatballs (1/2 Size), Pasta",,,2026-02-04
Pizza Hut,Fried Quepapas w/ Ranch Dipping Cup,690,5,46,1680,55,11,0,30,13,4,922843,,"Fried Quepapas w/ Ranch Dipping Cup, Sides",,,2026-02-04
Pizza Hut,Buffalo Chicken Salad,690,5,30,2180,77,7,0,70,35,9,948711,,"Buffalo Chicken Salad, Salad",,,2026-02-04
Pizza Hut,"Buffalo Chicken Salad, Express Salads",690,5,30,2180,77,7,0,70,35,9,948805,,"Buffalo Chicken Salad, Express Salads",,,2026-02-04
Pizza Hut,Cheesy Dip 'N Chips,660,5,36,1650,78,4.5,1,,9,6,938676,,"Cheesy Dip 'N Chips, Sides",,,2026-02-04
Pizza Hut,Baked Quepapas w/ Ranch Dipping Cup,650,5,44,1430,51,12,0.5,35,13,7,922844,,"Baked Quepapas w/ Ranch Dipping Cup, Sides",,,2026-02-04
Pizza Hut,"Black Forest Ham & Cheese, Express Sandwiches",730,3,32,2030,70,9,0,70,36,9,938980,,"Black Forest Ham & Cheese, Express Sandwiches",,,2026-02-04
Pizza Hut,"Sampler Platter, Local Specialty, Full Order w/ Marinara, Ranch, and Honey Mustard Cups",2400,15,153,4650,204,42,2,135,53,28,938685,,"Sampler Platter, Local Specialty, Full Order w/ Marinara, Ranch, and Honey Mustard Cups, Sides",,,2026-02-04
Pizza Hut,Penne w/ Marinara & Mushrooms (Regular),820,13,24,2050,114,13,1,75,39,32,953891,,"Penne w/ Marinara & Mushrooms (Regular), Pasta",,,2026-02-04
Pizza Hut,Penne w/ Marinara & Meatballs (Regular),1120,12,46,2750,121,21,1.5,150,57,33,953889,,"Penne w/ Marinara & Meatballs (Regular), Pasta",,,2026-02-04
Pizza Hut,Penne w/ Marinara (Regular),810,12,23,2050,112,13,1,75,38,31,953893,,"Penne w/ Marinara (Regular), Pasta",,,2026-02-04
Pizza Hut,"Chicken Parmesan Sandwich, Breadstick Dipping Sauce, Fries",1790,10,99,4380,171,22,1,95,54,18,953821,,"Chicken Parmesan Sandwich, Breadstick Dipping Sauce, Fries, Sandwich",,,2026-02-04
Pizza Hut,Buffalo Chicken Nachos,1110,10,50,3260,132,12,1.5,80,37,8,938674,,"Buffalo Chicken Nachos, Sides",,,2026-02-04
Pizza Hut,"Sampler Platter, Local Specialty, Half Order w/ Marinara, Ranch, and Honey Mustard Cups",1430,9,95,2840,114,24,1,80,28,23,938686,,"Sampler Platter, Local Specialty, Half Order w/ Marinara, Ranch, and Honey Mustard Cups, Sides",,,2026-02-04
Pizza Hut,Bacon Cheddar Fries w/ Ranch Dipping Cup,1420,9,99,3750,104,25,1,80,29,7,938665,,"Bacon Cheddar Fries w/ Ranch Dipping Cup, Sides",,,2026-02-04
Popeyes,3 Handcrafted Tenders - Blackened,170,26,2,550,2,0,0,25,0,0,62888,,"3 Handcrafted Tenders - Blackened, Handcrafted Tenders & Nuggets",,,2026-02-04
Popeyes,Leg - Classic,160,14,9,460,5,4,0,40,1,0,156163,,"Leg - Classic, Kids Meals",,,2026-02-04
Popeyes,Leg (Each),160,14,9,460,5,4,0,40,1,0,176260,,"Leg (Each), Classic Or Spicy, Bonafide Chicken",,,2026-02-04
Popeyes,Handcrafted Tender - Classic,150,13,7,610,12,3,0,35,1,0,156162,,"Handcrafted Tender - Classic, Kids Meals",,,2026-02-04
Popeyes,Handcrafted Nuggets,190,11,12,440,10,6,1,40,0,0,21344,,"Handcrafted Nuggets, Kids Meals",,,2026-02-04
Popeyes,"Cajun Rice, Regular",180,9,6,580,24,3,0,50,2,0,1953,,"Cajun Rice, Regular, Signature Sides",,,2026-02-04
Popeyes,"Jambalaya, Regular",190,8,9,640,17,3,0,25,1,0,176248,,"Jambalaya, Regular, Additional Menu Items",,,2026-02-04
Popeyes,"Green Beans, Large",170,8,6,2030,22,0,0,20,6,4,21368,,"Green Beans, Large, Signature Sides",,,2026-02-04
Popeyes,5 Handcrafted Tenders - Blackened,280,43,3,920,3,0,0,40,0,0,176257,,"5 Handcrafted Tenders - Blackened, Handcrafted Tenders & Nuggets",,,2026-02-04
Popeyes,Breast (Each),380,35,20,1230,16,8,1,125,2,0,953934,,"Breast (Each), Classic Or Spicy, Bonafide Chicken",,,2026-02-04
Popeyes,8 Handcrafted Nuggets,380,22,24,880,19,11,1.5,80,1,0,953935,,"8 Handcrafted Nuggets, Handcrafted Tenders & Nuggets",,,2026-02-04
Popeyes,Cajun Fish Filet,380,16,19,1650,37,5,0,40,2,4,99968,,"Cajun Fish Filet, Seafood",,,2026-02-04
Popeyes,Popcorn Shrimp,390,14,25,1390,28,8,1,80,3,0,2104,,"Popcorn Shrimp, Seafood",,,2026-02-04
Popeyes,Thigh (Each),280,14,21,640,7,8,0,50,1,0,176261,,"Thigh (Each), Classic Or Spicy, Bonafide Chicken",,,2026-02-04
Popeyes,Whole Wing (Each),210,13,14,610,8,4,0,60,1,0,176262,,"Whole Wing (Each), Classic Or Spicy, Bonafide Chicken",,,2026-02-04
Popeyes,"Mac & Cheese, Regular",280,11,21,510,16,21,0.5,60,0,3,21348,,"Mac & Cheese, Regular, Signature Sides",,,2026-02-04
Popeyes,3 Handcrafted Tenders - Classic Or Spicy,450,38,21,1820,29,9,1,100,2,0,176255,,"3 Handcrafted Tenders - Classic Or Spicy, Handcrafted Tenders & Nuggets",,,2026-02-04
Popeyes,12 Handcrafted Nuggets,570,34,36,1320,28,16,2,120,2,0.5,953936,,"12 Handcrafted Nuggets, Handcrafted Tenders & Nuggets",,,2026-02-04
Popeyes,"Cajun Rice, Large",550,28,18,1720,71,8,0,160,4,0,21362,,"Cajun Rice, Large, Signature Sides",,,2026-02-04
Popeyes,Catfish Filet,460,21,29,1140,27,12,2,65,1,0,948822,,"Catfish Filet, Seafood",,,2026-02-04
Popeyes,Chicken Biscuit,490,17,26,1280,47,14,1,30,1,2,411,,"Chicken Biscuit, Breakfast",,,2026-02-04
Popeyes,Butterfly Shrimp,420,16,25,1100,34,9,1,85,4,0,2105,,"Butterfly Shrimp, Seafood",,,2026-02-04
Popeyes,Sausage Biscuit,540,13,36,1100,41,18,0,30,1,2,21337,,"Sausage Biscuit, Breakfast",,,2026-02-04
Popeyes,Egg Biscuit,510,13,29,1160,41,15,0,130,1,2,21333,,"Egg Biscuit, Breakfast",,,2026-02-04
Popeyes,5 Handcrafted Tenders - Classic Or Spicy,740,63,34,3040,48,14,2,170,3,0,176256,,"5 Handcrafted Tenders - Classic Or Spicy, Handcrafted Tenders & Nuggets",,,2026-02-04
Popeyes,"Jambalaya, Large",640,29,32,2200,58,9,0,100,3,0,176247,,"Jambalaya, Large, Additional Menu Items",,,2026-02-04
Popeyes,Chicken Sandwich-Classic,700,28,42,1440,50,14,2,90,2,8,939200,,"Chicken Sandwich-Classic, Sandwiches & Wraps",,,2026-02-04
Popeyes,Chicken Sandwich-Spicy,700,28,42,1470,50,14,2,90,2,8,939201,,"Chicken Sandwich-Spicy, Sandwiches & Wraps",,,2026-02-04
Popeyes,Egg & Sausage Biscuit,690,20,45,1520,43,22,0,160,1,2,21332,,"Egg & Sausage Biscuit, Breakfast",,,2026-02-04
Popeyes,"Red Beans & Rice, Large",610,19,40,1490,51,13,0,35,15,0,21376,,"Red Beans & Rice, Large, Signature Sides",,,2026-02-04
Popeyes,"Cajun Fries, Large",800,10,42,1760,97,15,2,10,9,1,21358,,"Cajun Fries, Large, Signature Sides",,,2026-02-04
Popeyes,"Corn On The Cob Cobbet (3), Large",630,0,18,90,102,9,0,30,12,18,176246,,"Corn On The Cob Cobbet (3), Large, Signature Sides",,,2026-02-04
Popeyes,Chicken Livers,1190,54,80,2070,65,34,5,770,6,3,21338,,"Chicken Livers, Additional Menu Items",,,2026-02-04
Popeyes,"Mac & Cheese, Large",850,33,63,1540,48,36,1.5,180,1,9,21347,,"Mac & Cheese, Large, Signature Sides",,,2026-02-04
Popeyes,Sausage & Gravy Biscuit,510,10,33,1090,42,14,1,15,3,3,21336,,"Sausage & Gravy Biscuit, Breakfast",,,2026-02-04
Popeyes,"Mashed Potatoes With Cajun Gravy, Large",330,9,12,1770,54,6,0,15,3,3,21371,,"Mashed Potatoes With Cajun Gravy, Large, Signature Sides",,,2026-02-04
Popeyes,Bacon Biscuit,400,8,25,780,37,12,0,5,3,2,21324,,"Bacon Biscuit, Breakfast",,,2026-02-04
Popeyes,"Red Beans & Rice, Regular",250,8,16,610,22,5,0,15,6,0,948817,,"Red Beans & Rice, Regular, Signature Sides",,,2026-02-04
Popeyes,"Onion Rings, Large",560,6,38,920,50,17,3,20,5,3,21373,,"Onion Rings, Large, Signature Sides",,,2026-02-04
Popeyes,Grits,370,5,5,30,80,0.5,0,0,7,0,21370,,"Grits, Breakfast",,,2026-02-04
Chipotle,Chicken,180,32,7,310,0,3,0,125,0,0,13037,,Chicken,,,2026-02-04
Chipotle,Barbacoa,170,24,7,530,2,2.5,0,65,1,0,13029,,Barbacoa,,,2026-02-04
Chipotle,Steak,150,21,6,330,1,2.5,0,80,1,0,13067,,Steak,,,2026-02-04
Chipotle,Sofritas,150,8,10,560,9,1.5,0,0,3,5,60626,,Sofritas,,,2026-02-04
Chipotle,Black Beans,130,8,1.5,210,22,0,0,0,7,2,13031,,Black Beans,,,2026-02-04
Chipotle,Pinto Beans,130,8,1.5,210,21,0,0,0,8,1,13054,,Pinto Beans,,,2026-02-04
Chipotle,Cheese,110,6,8,190,1,5,0,30,0,0,928039,,Cheese,,,2026-02-04
Chipotle,Flour Tortilla (taco),170,5,5,320,27,0,0,0,1,0,952304,,"Flour Tortilla (taco), Kids Menu",,,2026-02-04
Chipotle,Carnitas,210,23,12,450,0,7,0,65,0,0,13033,,Carnitas,,,2026-02-04
Chipotle,Queso Blanco (side),240,10,18,490,7,12,1,60,0,2,945078,,Queso Blanco (side),,,2026-02-04
Chipotle,Flour Tortilla (burrito),320,8,9,600,50,0.5,0,0,3,0,13046,,Flour Tortilla (burrito),,,2026-02-04
Chipotle,Cilantro-Lime White Rice,210,4,4,350,40,0.5,0,0,1,0,13041,,Cilantro-Lime White Rice,,,2026-02-04
Chipotle,Cilantro-Lime Brown Rice,210,4,6,190,36,1,0,0,2,0,29665,,Cilantro-Lime Brown Rice,,,2026-02-04
Chipotle,Guacamole (side),230,2,22,370,8,3.5,0,0,6,1,13052,,Guacamole (side),,,2026-02-04
Chipotle,Vinaigrette,220,1,16,850,18,2.5,0,0,1,12,952261,,Vinaigrette,,,2026-02-04
Chipotle,"Minute Maid, 32 fl oz",400,0,0,140,110,0,0,0,0,110,952281,,"Minute Maid, 32 fl oz",,,2026-02-04
Chipotle,Queso Blanco (large),480,20,37,980,14,23,1.5,120,,5,945079,,Queso Blanco (large),,,2026-02-04
Chipotle,Chips (regular),540,7,25,390,73,3.5,0,0,7,1,945076,,Chips (regular),,,2026-02-04
Chipotle,Guacamole (large),460,4,44,740,16,7,0,0,12,2,921181,,Guacamole (large),,,2026-02-04
Chipotle,"Lemonade, Blue, 32 fl oz",440,0,0,135,113,0,0,0,0,108,952287,,"Lemonade, Blue, 32 fl oz",,,2026-02-04
Chipotle,"Mountain Dew, 32 fl oz",440,0,0,140,116,0,0,0,0,116,952328,,"Mountain Dew, 32 fl oz",,,2026-02-04
Chipotle,"Barq's Root Beer, 32 fl oz",430,0,0,180,120,0,0,0,0,120,952263,,"Barq's Root Beer, 32 fl oz",,,2026-02-04
Chipotle,"Fanta Orange, 32 fl oz",430,0,0,140,120,0,0,0,0,120,952279,,"Fanta Orange, 32 fl oz",,,2026-02-04
Chipotle,"Mango Orange - Blue Sky, 32 fl oz",430,0,0,120,109,0,0,0,0,108,952289,,"Mango Orange - Blue Sky, 32 fl oz",,,2026-02-04
Chipotle,"Chips & Queso Blanco, Regular",780,,,,,,,,,,945077,,"Chips & Queso Blanco, Regular",,,2026-02-04
Chipotle,"Chips & Guacamole, Regular",770,,,,,,,,,,29670,,"Chips & Guacamole, Regular",,,2026-02-04
Chipotle,Chips (large),810,11,38,590,110,5,0,0,11,2,171428,,Chips (large),,,2026-02-04
Chipotle,"Chips & Queso Blanco, Large",1290,,,,,,,,,,171429,,"Chips & Queso Blanco, Large",,,2026-02-04
Chipotle,"Chips & Guacamole, Large",1270,,,,,,,,,,921180,,"Chips & Guacamole, Large",,,2026-02-04
Chipotle,Queso Blanco (entreé),120,5,9,250,4,6,0,30,0,1,945075,,"Queso Blanco (entreé), Kids Menu",,,2026-02-04
Chipotle,Chicken (side),25,4,1,40,0,0.5,0,15,0,0,952310,,"Chicken (side), Kids Menu",,,2026-02-04
Chipotle,Roasted Chili-Corn Salsa,80,3,1.5,330,16,0,0,0,3,4,13058,,Roasted Chili-Corn Salsa,,,2026-02-04
Chipotle,Carnitas (side),25,3,2,55,0,1,0,10,0,0,952311,,"Carnitas (side), Kids Menu",,,2026-02-04
Chipotle,Barbacoa (side),20,3,1,65,0,0.5,0,10,0,0,952309,,"Barbacoa (side), Kids Menu",,,2026-02-04
Chipotle,Steak (side),20,3,1,40,0,0,0,10,0,0,952312,,"Steak (side), Kids Menu",,,2026-02-04
Chipotle,Chips,140,2,6,95,18,1,0,0,2,0,952322,,"Chips, Kids Menu",,,2026-02-04
Chipotle,Crispy Corn Tortilla,130,2,6,0,19,1,0,0,2,0,952306,,"Crispy Corn Tortilla, Kids Menu",,,2026-02-04
Chipotle,Sour Cream,110,2,9,30,2,7,0,40,0,2,13065,,Sour Cream,,,2026-02-04
Chipotle,Flour Tortilla (quesadilla),80,2,2.5,160,13,0,0,0,,0,952305,,"Flour Tortilla (quesadilla), Kids Menu",,,2026-02-04
Chipotle,Guacamole,110,1,11,190,3,1.5,0,0,3,0,952240,,"Guacamole, Kids Menu",,,2026-02-04
Starbucks,"Steamed Milk, Grande",200,13,8,190,19,4,0,30,0,19,941530,,"Steamed Milk, Grande, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line the Cup w/ Caramel or Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Hot Drinks",,,2026-02-04
Starbucks,"Cappuccino, Venti",200,13,8,180,20,5,0,30,0,19,949697,,"Cappuccino, Venti, 2 Shots of Signature Roast Espresso, Choice of Regular, Extra, Light or No Thick Milk Foam, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Chai, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Choice of Adding: Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line the Cup w/ Caramel or Mocha Sauce, Cappuccinos, Hot Coffees",,,2026-02-04
Starbucks,"SBC Milk, Tall",200,13,8,190,19,4,0,30,0,19,954357,,"SBC Milk, Tall, Choice of Adding Extra, Light, Regular or None: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line the Cup w/ Caramel Sauce, Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Milk, Cold Drinks",,,2026-02-04
Starbucks,"Caffe Latte, Grande",190,13,7,170,19,4.5,0,30,0,18,941748,,"Caffe Latte, Grande, 2 Shots Signature Espresso Roast, Steamed 2% Milk, Choice of Extra, Light, Regular or No Foam, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast Lattes, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Hot Coffees",,,2026-02-04
Starbucks,"Iced Caffe Latte, Venti",180,12,6,160,18,3,0,25,0,15,941967,,"Iced Caffe Latte, Venti, 2% Milk, 3 Signature Espresso Roast Shot, Ice, Choice of Adding Extra, Light, Regular or None: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Cold Coffees",,,2026-02-04
Starbucks,Egg White & Roasted Red Pepper Egg Bites,170,12,8,470,11,5,0,25,0,3,941431,,"Egg White & Roasted Red Pepper Egg Bites, Cage Free Egg Whites, Monterey Jack, Spinach, Fire Roasyed Red Peppers, Choice of Adding Sriracha, Sous Vide Egg Bites, Hot Breakfast",,,2026-02-04
Starbucks,Country Archer Original Beef Jerky,70,11,1,330,5,0,0,25,0,4,954110,,"Country Archer Original Beef Jerky, Soy Sauce, Brown Sugar, Garlic, Pineapple Juice, Meat & Cheese, Snacks & Sweets",,,2026-02-04
Starbucks,"Matcha Tea Latte, Tall",190,10,5,125,25,3.5,0,20,1,24,950012,,"Matcha Tea Latte, Tall, 2 Scoop Matcha Powder, 2% Steamed Milk Foam, Choice of Extra, Light or No Milk Foam, Choice of Adding: Chai, Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast, Hot Teas",,,2026-02-04
Starbucks,"SBC Milk, Venti",370,24,15,350,36,7,0,60,0,36,954359,,"SBC Milk, Venti, Choice of Adding Extra, Light, Regular or None: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line the Cup w/ Caramel Sauce, Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Milk, Cold Drinks",,,2026-02-04
Starbucks,"Spinach, Feta & Egg White Wrap",290,20,8,840,34,3.5,0,20,3,5,949670,,"Spinach, Feta & Egg White Wrap, Cage Free Egg Whites, Spinach, Feta, Sun Dried Tomato Cream Cheese, Whole Wheat Wrap, Choice of Adding Sriracha, Breakfast Sandwiches & Wraps, Hot Breakfast",,,2026-02-04
Starbucks,"Bacon, Gouda & Egg Sandwich",360,19,18,720,35,7,0,155,1,2,132792,,"Bacon, Gouda & Egg Sandwich, Applewood Smoked Bacok, Parmesan Cage Free Egg Frittata, Aged Gouda on Artisan Roll, Choice of Adding Sriracha, Breakfast Sandwiches & Wraps, Hot Breakfast",,,2026-02-04
Starbucks,Bacon & Gruyere Egg Bites,300,19,20,680,9,12,0,215,0,2,941429,,"Bacon & Gruyere Egg Bites, Applewood Smoked Bacon, Aged Gruyere Monterey Jack Cheeses, Cage Free Eggs, Choice of Adding Sriracha, Sous Vide Egg Bites, Hot Breakfast",,,2026-02-04
