restaurant_name,food_name,calories,protein_g,total_fat_g,sodium_mg,total_carbs_g,saturated_fat_g,trans_fat_g,cholesterol_mg,fiber_g,sugars_g,food_id,food_name_cn,description,allergens,local_image_path,scraped_date
Burger King,Triple Whopper w/ Cheese,1300,76,89,1830,52,36,1.5,300,2,12,926485,,"Triple Whopper w/ Cheese, Flame Grilled Burgers",,,2026-02-04
Burger King,"Flame Grilled Burgers, Bacon King",1310,70,93,2870,52,39,2.5,285,2,11,150510,,"Flame Grilled Burgers, Bacon King, Flame Grilled Burgers",,,2026-02-04
Burger King,"Flame Grilled Burgers, Double Stacker King",1210,70,82,2580,52,37,0,280,1,12,926488,,"Flame Grilled Burgers, Double Stacker King, Flame Grilled Burgers",,,2026-02-04
Burger King,"Flame Grilled Burgers, Double Quarter Pound King",1070,65,67,2450,53,33,1.5,255,2,12,180049,,"Flame Grilled Burgers, Double Quarter Pound King, Flame Grilled Burgers",,,2026-02-04
Burger King,"Flame Grilled Burgers, Double Steakhouse King",1160,58,710,1690,57,26,0,215,2,9,951989,,"Flame Grilled Burgers, Double Steakhouse King, Flame Grilled Burgers",,,2026-02-04
Burger King,"Flame Grilled Burgers, Big King XL",1010,57,63,1840,56,27,0,185,2,14,951988,,"Flame Grilled Burgers, Big King XL, Flame Grilled Burgers",,,2026-02-04
Burger King,Double Whopper,900,48,58,1050,49,20,1,175,2,11,951987,,"Double Whopper, Flame Grilled Burgers",,,2026-02-04
Wendy's,4pc Spicy Chicken Nuggets,190,10,12,480,9,3,0,25,1,0,943367,,"4pc Spicy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More, Fries & Sides",,,2026-02-04
Wendy's,4pc Crispy Chicken Nuggets,180,10,12,380,9,2.5,0,30,0,0,954994,,"4pc Crispy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More, Fries & Sides",,,2026-02-04
Wendy's,Chocolate Milk,140,7,2.5,160,23,1.5,0,10,1,22,955015,,"Chocolate Milk, Beverages",,,2026-02-04
Wendy's,Milk,90,7,2,90,10,1,0,10,0,10,955014,,"Milk, Beverages",,,2026-02-04
Wendy's,"Classic Chocolate Frosty, Junior",200,6,5,90,33,3,0,20,0,27,25073,,"Classic Chocolate Frosty, Junior, Frostys",,,2026-02-04
Wendy's,"Vanilla Frosty, Junior",190,5,5,90,32,3,0,25,0,27,25151,,"Vanilla Frosty, Junior, Frostys",,,2026-02-04
Wendy's,Ranch Dressing,180,2,18,310,3,3,0,15,0,2,954995,,"Ranch Dressing, Available In: Taco Salad, Parmesan Caesar Salad, Southwest Avocado Salad, Apple Pecan Salad",,,2026-02-04
Wendy's,Caesar Dressing,140,1,14,320,2,2.5,0,15,0,1,951062,,"Caesar Dressing, Available In: Taco Salad, Parmesan Caesar Salad, Southwest Avocado Salad, Apple Pecan Salad",,,2026-02-04
Wendy's,Parmesan Caesar Salad,280,32,14,1000,6,7,0,85,3,2,951063,,"Parmesan Caesar Salad, Grilled Chicken, Parmesan Crisps, Choice of Dressing: Pomegranate Vinaigrette, Southwest Ranch, Caesar or Ranch Dressing, Choice of Adding Lite, Regular or Xtra: Sweet Onion, Blue Cheese Crumbles, Shredded Cheddar, Choice of Adding: Applewood Smoked Bacon, Avocado, Roasted Pecans, Fresh Made Salads",,,2026-02-04
Wendy's,Southwest Avocado Salad,400,30,25,1130,13,9,0,80,6,3,951065,,"Southwest Avocado Salad, Avocado, Applewood Smoked Bacon, Grilled Chicken, Choice of Dressing: Pomegranate Vinaigrette, Southwest Ranch, Caesar or Ranch Dressing, Choice of Adding Lite, Regular or Xtra: Sweet Onion, Blue Cheese Crumbles, Shredded Cheddar, Choice of Adding: Parmesan Crisps, Roasted Pecans, Fresh Made Salads",,,2026-02-04
Wendy's,"Chili, Large",340,22,15,1270,31,6,1,30,8,8,1539,,"Chili, Large, Choice of Adding: Light Sour Cream, Hot Sauce, Saltine Packet, Choice of Adding Lite, Regular or Extra: Shredded Cheddar, Sweet Onion, Fries & Sides",,,2026-02-04
Wendy's,Jr. Bacon Cheeseburger,370,18,23,650,25,8,1,45,1,5,229,,"Jr. Bacon Cheeseburger, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mayo, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Muenster, Asiago, Hamburgers, Biggie Deals",,,2026-02-04
Wendy's,"Chili, Small",240,16,11,910,22,4.5,0.5,20,6,6,1538,,"Chili, Small, Choice of Adding: Light Sour Cream, Hot Sauce, Saltine Packet, Choice of Adding Lite, Regular or Extra: Shredded Cheddar, Sweet Onion, Fries & Sides",,,2026-02-04
Wendy's,Jr. Cheeseburger Deluxe,340,15,20,610,27,7,1,40,1,6,231,,"Jr. Cheeseburger Deluxe, Sandwich Bun, American Cheese Slice, Jr. Hamburger Patty, Mayo, Ketchup, Crinkle Cut Pickles, Sweet Onion, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Applewood Smoked Bacon, Muenster, Asiago, Hamburgers, Biggie Deals",,,2026-02-04
Wendy's,6pc Spicy Chicken Nuggets,280,15,18,720,13,4,0,30,1,0,943368,,"6pc Spicy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More, Fries & Sides",,,2026-02-04
Wendy's,6pc Crispy Chicken Nuggets,270,15,17,570,14,3.5,0,50,1,0,954993,,"6pc Crispy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More, Fries & Sides",,,2026-02-04
Wendy's,Dave's Single,590,29,37,1030,37,15,1.5,80,2,8,943409,,"Dave's Single, Premium Bun, Lettuce, Sweet Onion, Crinkle Cut Pickles, Tomato, Ketchup, Mayo, American Cheese Slice, Hamburger Patty, Choice of Adding Lite, Regular or Xtra: Marinara, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",,,2026-02-04
Wendy's,Apple Pecan Salad,440,29,24,1290,27,10,0,90,5,18,951059,,"Apple Pecan Salad, Roasted Pecans, Blue Cheese Crumbles, Grilled Chicken, Choice of Dressing: Pomegranate Vinaigrette, Southwest Ranch, Caesar or Ranch Dressing, Choice of Adding Lite, Regular or Xtra: Sweet Onion, Choice of Adding: Parmesan Crisps, Avocado, Fresh Made Salads",,,2026-02-04
Wendy's,Spicy Chicken Sandwich,490,28,20,1160,50,3.5,0,70,3,5,453,,"Spicy Chicken Sandwich, Premium Bun, Spicy Chicken Breast, Lettuce, Tomato, Mayo, Choice of Adding Lite, Regular or Xtra: Crispy Onions, Marinara, Ketchup, Smoky Honey Mustard, Mustard, Ranch, Bourbon Bacon Sauce, Cheddar Cheese Sauce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Fried Mozzarella, Applewood Smoked Bacon, Avocado, American Cheese Slice, Asiago, Chicken, Nuggets & More",,,2026-02-04
Wendy's,Classic Chicken Sandwich,490,28,21,1450,49,3.5,0,75,2,5,954990,,"Classic Chicken Sandwich, Premium Bun, Classic Chicken Breast, Lettuce, Tomato, Crinkle Cut Pickles, Mayo, Choice of Adding Lite, Regular or Xtra: Crispy Onions, Marinara, Ketchup, Smoky Honey Mustard, Mustard, Ranch, Bourbon Bacon Sauce, Cheddar Cheese Sauce, Sweet Onion, Choice of Adding: Fried Mozzarella, Applewood Smoked Bacon, Avocado, American Cheese Slice, Asiago, Chicken, Nuggets & More",,,2026-02-04
Wendy's,10 pc Spicy Chicken Nuggets,470,26,31,1190,22,7,0,65,2,0,943369,,"10 pc Spicy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More",,,2026-02-04
Wendy's,Bacon Double Stack,440,26,26,820,26,11,1.5,65,1,6,943402,,"Bacon Double Stack, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Choice of Adding Lite, Regular or Xtra: Mayo, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Muenster, Asiago, Hamburgers, Biggie Deals",,,2026-02-04
Wendy's,10pc Crispy Chicken Nuggets,450,25,29,950,23,6,0,80,1,0,954992,,"10pc Crispy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More",,,2026-02-04
Wendy's,Grilled Chicken Wrap,410,25,16,1330,41,5,0,65,1,2,954991,,"Grilled Chicken Wrap, Choice of Adding Lite, Regular or Xtra: Smoky Honey Mustard, Lettuce, Shredded Cheddar, Sweet Onion, Choice of Adding:  American Cheese Slice, Asiago, Grilled Chicken, Chicken, Nuggets & More",,,2026-02-04
Wendy's,Italian Mozzarella Chicken,780,45,31,2310,81,11,0,105,4,4,954987,,"Italian Mozzarella Chicken, Garlic Knot Bun, Asiago, Fried Mozzarella, Classic Chicken Breast, Marinara, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Tomato, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Smoky Honey Mustard, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Cheddar Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Chicken, Nuggets & More",,,2026-02-04
Wendy's,"Italian Mozzarella Cheeseburger, Single",780,42,40,1440,65,18,2,90,3,4,954980,,"Italian Mozzarella Cheeseburger, Single, Garlic Knot Bun, Asiago, Fried Mozzarella, Marinara, Hamburger Patty, Choice of Adding Lite, Regular or Xtra: Tomato, Ketchup, Mayo, Mustard, Ranch, Smoky Honey Mustard, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Cheddar Cheese Sauce, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, Crispy Onions, American Cheese Slice, Hamburgers",,,2026-02-04
Wendy's,Asiago Ranch Classic Chicken Club,630,36,31,1800,50,8,0,100,2,6,943388,,"Asiago Ranch Classic Chicken Club, Premium Bun, Asiago, Lettuce, Tomato, Ranch, Applewood Smoked Bacon, Classic Chicken Breast, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Marinara, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Cheddar Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Fried Mozzarella, Crispy Onions, Avocado, American Cheese Slice, Muenster, Chicken, Nuggets & More",,,2026-02-04
Wendy's,Spicy Asiago Ranch Club,620,36,31,1570,51,8,0,95,3,6,943360,,"Spicy Asiago Ranch Club, Premium Bun, Asiago, Lettuce, Tomato, Ranch, Applewood Smoked Bacon, Spicy Chicken Breast, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Marinara, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Blue Cheese Crumbles, Shredded Cheddar Cheese, Cheddar Cheese Sauce, Beer Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Fried Mozzarella, Crispy Onions, Avocado, American Cheese Slice, Muenster, Chicken, Nuggets & More",,,2026-02-04
Wendy's,Bourbon Bacon Cheeseburger,730,34,43,1360,52,16,1.5,85,1,15,954983,,"Bourbon Bacon Cheeseburger, Premium Bun, Crispy Onions, Bourbon Bacon Sauce, American Cheese Slice, Hamburger Patty, Applewood Smoked Bacon, Choice of Adding Lite, Regular or Xtra: Marinara, Tomato, Ketchup, Mayo, Mustard, Ranch, Smoky Honey Mustard, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Muenster, Avocado, American Cheese Slice, Hamburgers",,,2026-02-04
Wendy's,Big Bacon Classic,650,33,41,1230,37,16,1.5,90,2,8,951047,,"Big Bacon Classic, Premium Bun, Lettuce, Sweet Onion, Crinkle Cut Pickles, Tomato, Ketchup, Mayo, American Cheese Slice, Hamburger Patty, Applewood Smoked Bacon, Choice of Adding Lite, Regular or Xtra: Marinara, Mustard, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Choice of Adding:  Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",,,2026-02-04
Wendy's,Son of Baconator,630,32,40,1210,36,16,1.5,85,1,7,34714,,"Son of Baconator, Premium Bun, Ketchup, Mayo, Jr. Hamburger Patties, Applewood Smoked Bacon, American Cheese Slice, Choice of Adding Lite, Regular or Xtra: Marinara, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",,,2026-02-04
Wendy's,Taco Salad,690,30,34,1870,68,13,1,60,12,16,161533,,"Taco Salad, Chili, Light Sour Cream, Signature Salsa, Taco Chips, Choice of Dressing: Pomegranate Vinaigrette, Southwest Ranch, Caesar or Ranch Dressing, Choice of Adding Lite, Regular or Xtra: Sweet Onion, Blue Cheese Crumbles, Shredded Cheddar, Choice of Adding: Saltine Packet, Avocado, Roasted Pecans, Fresh Made Salads",,,2026-02-04
Wendy's,"Family Size Nuggets, Spicy",2340,128,153,5960,112,34,0,330,8,0,954988,,"Family Size Nuggets, Spicy, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More",,,2026-02-04
Wendy's,"Family Size Nuggets, Crispy",2260,123,145,4750,116,31,0,400,5,0,954989,,"Family Size Nuggets, Crispy, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More",,,2026-02-04
Wendy's,Family Chili,1100,94,26,5020,130,10,1.5,175,34,36,954999,,"Family Chili, Fries & Sides",,,2026-02-04
Wendy's,Pretzel Bacon Pub Triple,1530,89,107,1890,53,44,5,250,3,6,951051,,"Pretzel Bacon Pub Triple, Pretzel Bun, Crinkle Cut Pickles, Crispy Onions, Smoky Honey Mustard, Muenster, Beer Cheese Sauce, Hamburger Patty, Applewood Smoked Bacon, Choice of Adding Lite, Regular or Xtra: Marinara, Tomato, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Lettuce, Sweet Onion, Choice of Adding: Avocado, American Cheese Slice, Asiago, Hamburgers",,,2026-02-04
Wendy's,"Italian Mozzarella Cheeseburger, Triple",1420,88,91,1990,65,40,5,225,3,5,954982,,"Italian Mozzarella Cheeseburger, Triple, Garlic Knot Bun, Asiago, Fried Mozzarella, Marinara, Hamburger Patty, Choice of Adding Lite, Regular or Xtra: Tomato, Ketchup, Mayo, Mustard, Ranch, Smoky Honey Mustard, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Avocado, Crispy Onions, American Cheese Slice, Asiago, Hamburgers",,,2026-02-04
Wendy's,"Bourbon Bacon Cheeseburger, Triple",1300,75,88,1900,53,35,4.5,205,1,16,954985,,"Bourbon Bacon Cheeseburger, Triple, Premium Bun, Crispy Onions, Bourbon Bacon Sauce, American Cheese Slice, Hamburger Patty, Applewood Smoked Bacon, Choice of Adding Lite, Regular or Xtra: Asiago, Marinara, Tomato, Ketchup, Mayo, Mustard, Ranch, Smoky Honey Mustard, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Muenster, Avocado, American Cheese Slice, Muenster Cheese Slice, Hamburgers",,,2026-02-04
Wendy's,Big Bacon Classic Triple,1220,75,86,1770,38,36,4.5,210,2,9,951049,,"Big Bacon Classic Triple, Premium Bun, Lettuce, Sweet Onion, Crinkle Cut Pickles, Tomato, Ketchup, Mayo, American Cheese Slice, Hamburger Patty, Applewood Smoked Bacon, Choice of Adding Lite, Regular or Xtra: Marinara, Mustard, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Choice of Adding:  Muenster, Muenster Cheese Slice, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",,,2026-02-04
Wendy's,Dave's Triple,1160,70,81,1570,38,34,4.5,200,2,8,24979,,"Dave's Triple, Premium Bun, Lettuce, Sweet Onion, Crinkle Cut Pickles, Tomato, Ketchup, Mayo, American Cheese Slice, Hamburger Patty, Choice of Adding Lite, Regular or Xtra: Marinara, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",,,2026-02-04
KFC,Nashville Hot Kentucky Grilled Chicken Thigh,180,17,12,470,0,3.5,0,90,0,0,180587,,"Nashville Hot Kentucky Grilled Chicken Thigh, Nashville Hot Chicken",,,2026-02-04
KFC,Kentucky Grilled Chicken Thigh,150,17,9,420,0,3,0,90,0,0,18390,,"Kentucky Grilled Chicken Thigh, Kentucky Grilled Chicken",,,2026-02-04
KFC,Original Recipe Chicken Drumstick,130,12,8,430,4,1.5,0,55,1,0,1126,,"Original Recipe Chicken Drumstick, Original Recipe Chicken",,,2026-02-04
KFC,BBQ Baked Beans,190,11,1,650,34,0,0,0,7,15,18419,,"BBQ Baked Beans, Homestyle Sides (Individual)",,,2026-02-04
KFC,Nashville Hot Kentucky Grilled Chicken Drumstick,100,11,6,260,0,1.5,0,55,0,0,180586,,"Nashville Hot Kentucky Grilled Chicken Drumstick, Nashville Hot Chicken",,,2026-02-04
KFC,Kentucky Grilled Chicken Drumstick,80,11,4,220,0,1,0,55,0,0,18389,,"Kentucky Grilled Chicken Drumstick, Kentucky Grilled Chicken",,,2026-02-04
KFC,Extra Crispy Chicken Drumstick,170,10,12,390,5,2,0,50,0,0,1130,,"Extra Crispy Chicken Drumstick, Extra Crispy Chicken",,,2026-02-04
KFC,Extra Crispy Chicken Whole Wing,170,10,13,340,5,2,0,45,0,0,96734,,"Extra Crispy Chicken Whole Wing, Extra Crispy Chicken",,,2026-02-04
KFC,Original Recipe Chicken Breast,390,39,21,1190,11,4,0,120,2,0,1125,,"Original Recipe Chicken Breast, Original Recipe Chicken",,,2026-02-04
KFC,Nashville Hot Kentucky Grilled Chicken Breast,260,38,12,790,1,3,0,130,0,0,180585,,"Nashville Hot Kentucky Grilled Chicken Breast, Nashville Hot Chicken",,,2026-02-04
KFC,Kentucky Grilled Chicken Breast,210,38,7,710,0,2,0,130,0,0,18388,,"Kentucky Grilled Chicken Breast, Kentucky Grilled Chicken",,,2026-02-04
KFC,Spicy Crispy Chicken Breast,350,30,20,1100,11,3.5,0,100,1,0,18414,,"Spicy Crispy Chicken Breast, Spicy Crispy Chicken",,,2026-02-04
KFC,Extra Crispy Chicken Thigh,330,22,23,700,9,4.5,0,100,0,0,1131,,"Extra Crispy Chicken Thigh, Extra Crispy Chicken",,,2026-02-04
KFC,Original Recipe Chicken Thigh,280,19,19,910,8,4.5,0,100,1,0,1127,,"Original Recipe Chicken Thigh, Original Recipe Chicken",,,2026-02-04
KFC,Chicken Littles - Nashville Hot,340,14,19,680,27,3,0,30,1,3,174652,,"Chicken Littles - Nashville Hot, Sandwiches",,,2026-02-04
KFC,Chicken Littles - Honey BBQ,320,14,15,680,31,2.5,0,30,1,7,935209,,"Chicken Littles - Honey BBQ, Sandwiches",,,2026-02-04
KFC,Extra Crispy Chicken Breast,530,35,35,1150,18,6,0,105,0,0,1129,,"Extra Crispy Chicken Breast, Extra Crispy Chicken",,,2026-02-04
KFC,Nashville Hot Spicy Crispy Chicken Breast,540,31,40,1390,14,7,0,100,2,1,180589,,"Nashville Hot Spicy Crispy Chicken Breast, Nashville Hot Chicken",,,2026-02-04
KFC,Nashville Hot Extra Crispy Chicken Thigh,500,22,40,970,11,7,0,100,1,1,180583,,"Nashville Hot Extra Crispy Chicken Thigh, Nashville Hot Chicken",,,2026-02-04
KFC,Macaroni & Cheese (Family),540,18,23,2220,66,6,0,10,5,8,127543,,"Macaroni & Cheese (Family), Homestyle Sides (Family)",,,2026-02-04
KFC,Mashed Potatoes With Gravy (Family),590,12,21,2590,88,5,0,0,6,1,127545,,"Mashed Potatoes With Gravy (Family), Homestyle Sides (Family)",,,2026-02-04
KFC,Mashed Potatoes (Family),460,9,15,1410,72,3,0,0,6,0,127546,,"Mashed Potatoes (Family), Homestyle Sides (Family)",,,2026-02-04
KFC,Macaroni Salad (Family),480,3,28,990,50,3.5,0,55,0,30,180631,,"Macaroni Salad (Family), Homestyle Sides (Family)",,,2026-02-04
KFC,Code Red Mountain Dew (30 fl oz),430,0,0,125,116,0,0,0,0,115,18516,,"Code Red Mountain Dew (30 fl oz), Beverages",,,2026-02-04
KFC,Nashville Hot Extra Crispy Chicken Breast,770,35,60,1530,21,10,0,105,1,1,180581,,"Nashville Hot Extra Crispy Chicken Breast, Nashville Hot Chicken",,,2026-02-04
KFC,Classic Chicken Sandwich,650,34,35,1260,49,4.5,0,90,1,6,947686,,"Classic Chicken Sandwich, Sandwiches",,,2026-02-04
KFC,Spicy Chicken Sandwich,620,34,33,2140,49,4,0,85,1,6,947687,,"Spicy Chicken Sandwich, Sandwiches",,,2026-02-04
KFC,Crispy Twister,630,28,34,1260,53,7,0,70,4,3,18366,,"Crispy Twister, Sandwiches",,,2026-02-04
KFC,Popcorn Nuggets - Large,620,27,39,1820,39,5,0,65,2,0,1265,,"Popcorn Nuggets - Large, Popcorn Nuggets",,,2026-02-04
KFC,KFC Famous Bowl,740,26,35,2350,81,6,0,45,6,2,1289,,"KFC Famous Bowl, Pot Pie and Bowls",,,2026-02-04
KFC,Chicken Pot Pie,720,26,41,1750,60,25,0,80,7,5,1286,,"Chicken Pot Pie, Pot Pie and Bowls",,,2026-02-04
KFC,Coleslaw (Family),640,4,46,670,54,7,0,15,14,37,127525,,"Coleslaw (Family), Homestyle Sides (Family)",,,2026-02-04
KFC,BBQ Baked Beans (Family),830,47,5,2810,148,1,0,0,31,63,127522,,"BBQ Baked Beans (Family), Homestyle Sides (Family)",,,2026-02-04
KFC,Secret Recipe Fries (Family),840,13,40,2890,108,5,0,0,9,0,947685,,"Secret Recipe Fries (Family), Homestyle Sides (Family)",,,2026-02-04
KFC,Potato Salad (Family),1200,8,98,1010,65,16,0,80,8,12,180632,,"Potato Salad (Family), Homestyle Sides (Family)",,,2026-02-04
KFC,Strawberry Lemonade (1/2 Gallon),950,0,0,790,270,0,0,0,0,264,135309,,"Strawberry Lemonade (1/2 Gallon), Beverages",,,2026-02-04
KFC,Classic Lemonade (1/2 Gallon),880,0,0,780,234,0,0,0,0,228,135307,,"Classic Lemonade (1/2 Gallon), Beverages",,,2026-02-04
KFC,Chicken Littles - Buffalo,310,14,17,790,27,2.5,0,30,1,3,935208,,"Chicken Littles - Buffalo, Sandwiches",,,2026-02-04
KFC,Chicken Littles,300,14,15,620,27,2.5,0,30,1,3,31665,,"Chicken Littles, Sandwiches",,,2026-02-04
KFC,Nashville Hot Spicy Crispy Chicken Thigh,390,13,32,900,12,6,0,65,2,1,180591,,"Nashville Hot Spicy Crispy Chicken Thigh, Nashville Hot Chicken",,,2026-02-04
Subway,Grilled Chicken Protein Bowl,200,35,4,480,9,2,0,100,3,5,954464,,"Grilled Chicken Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls Limited Time Offer/Regional",,,2026-02-04
Subway,Oven Roasted Chicken Protein Bowl,200,27,6,660,11,2,0,90,3,6,954465,,"Oven Roasted Chicken Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls Limited Time Offer/Regional",,,2026-02-04
Subway,Oven Roasted Turkey Protein Bowl,150,25,3,1020,8,1,0,50,3,5,954455,,"Oven Roasted Turkey Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls",,,2026-02-04
Subway,Oven Roasted Turkey & Ham Protein Bowl,160,23,4,1040,10,1,0,50,3,6,954466,,"Oven Roasted Turkey & Ham Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls Limited Time Offer/Regional",,,2026-02-04
Subway,Black Forest Ham Protein Bowl,170,21,5,1050,12,2,0,55,3,6,954449,,"Black Forest Ham Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls",,,2026-02-04
Subway,Grilled Chicken Salad,130,19,3,280,10,1,0,50,4,5,954444,,"Grilled Chicken Salad, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, W/o Dressing, Make any Sandwich into a Salad Limited Time Offer/Regional",,,2026-02-04
Subway,Rotisserie-Style Chicken Salad,150,18,5,470,10,2,0,50,4,5,134368,,"Rotisserie-Style Chicken Salad, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing unless Noted, Salads",,,2026-02-04
Subway,Subway Club Meats,110,18,3,700,3,1,0,45,0,2,954582,,"Subway Club Meats, Individual Proteins, Amount on 6"" Sub/Salad",,,2026-02-04
Subway,Steak & Cheese Protein Bowl,380,42,19,1150,12,9,1,140,4,5,954459,,"Steak & Cheese Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls",,,2026-02-04
