name,code,category,url,image_url,image_path,price,serving_size,ingredients,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,fiber_g,sugars_g,added_sugars_g,protein_g,vegetarian
Large Nacho Fries,28183,Specialties,https://www.tacobell.com/food/deals-and-combos/large-nacho-fries,https://www.tacobell.com/images/28183_nacho_fries_large_269x269.jpg,images/Large_Nacho_Fries.jpg,$3.69,,,470,29.0,2.5,0.0,0,"1,090",52,5,1,0,6,True
Nacho Fries,28095,Specialties,https://www.tacobell.com/food/deals-and-combos/nacho-fries,https://www.tacobell.com/images/28095_nacho_fries_269x269.jpg,images/Nacho_Fries.jpg,$2.89,,,330,21.0,2.0,0.0,0,790,36,3,1,0,4,True
3 Cheese Chicken Flatbread Melt,23499,Specialties,https://www.tacobell.com/food/quesadillas/3-cheese-chicken-flatbread-melt,https://www.tacobell.com/images/23499_new_3_cheese_chicken_flatbread_melt_269x269.jpg,images/3_Cheese_Chicken_Flatbread_Melt.jpg,$2.39,,,330,14.0,6.0,0.0,50,750,30,3,4,<1,20,False
Mexican Pizza,22303,Specialties,https://www.tacobell.com/food/specialties/mexican-pizza,https://www.tacobell.com/images/22303_mexican_pizza_269x269.jpg,images/Mexican_Pizza.jpg,$6.39,,,530,27.0,8.0,0.0,40,"1,000",51,8,3,<1,19,False
Veggie Mexican Pizza,23326,Specialties,https://www.tacobell.com/food/specialties/veggie-mexican-pizza,https://www.tacobell.com/images/23326_veggie_mexican_pizza_269x269.jpg,images/Veggie_Mexican_Pizza.jpg,$5.99,,,460,23.0,6.0,0.0,25,740,48,7,3,<1,14,True
Crunchwrap Supreme®,22362,Specialties,https://www.tacobell.com/food/specialties/crunchwrap-supreme,https://www.tacobell.com/images/22362_crunchwrap_supreme_269x269.jpg,images/Crunchwrap_Supreme.jpg,$6.59,,,530,20.0,7.0,0.0,20,"1,210",74,6,6,2,15,False
Black Bean Crunchwrap Supreme®,26051,Specialties,https://www.tacobell.com/food/specialties/black-bean-crunchwrap-supreme,https://www.tacobell.com/images/26051_vegetarian_crunchwrap_269x269.jpg,images/Black_Bean_Crunchwrap_Supreme.jpg,$5.99,,,520,17.0,5.0,0.0,<5,"1,090",78,8,6,2,13,True
Cheesy Roll Up,22152,Specialties,https://www.tacobell.com/food/sides/cheesy-roll-up,https://www.tacobell.com/images/22152_cheesy_roll_up_269x269.jpg,images/Cheesy_Roll_Up.jpg,$1.29,,,180,8.0,5.0,0.0,25,420,18,1,1,<1,8,True
Creamy Chipotle Crispy Chicken Soft Taco,29014,Tacos,https://www.tacobell.com/food/tacos/creamy-chipotle-crispy-chicken-taco,https://www.tacobell.com/images/29014_creamy_chipotle_crispy_chicken_taco_269x269.jpg,images/Creamy_Chipotle_Crispy_Chicken_Soft_Taco.jpg,$3.19,,,270,15.0,6.0,0.0,50,520,19,4,<1,0,15,False
Avocado Ranch Crispy Chicken Soft Taco,29015,Tacos,https://www.tacobell.com/food/tacos/avocado-ranch-crispy-chicken-taco,https://www.tacobell.com/images/29015_avocado_ranch_crispy_chicken_taco_269x269.jpg,images/Avocado_Ranch_Crispy_Chicken_Soft_Taco.jpg,$3.49,,,270,15.0,6.0,0.0,50,520,19,4,<1,0,15,False
Cantina Chicken Crispy Taco,23471,Tacos,https://www.tacobell.com/food/deals-and-combos/cantina-chicken-crispy-taco,https://www.tacobell.com/images/23471_new_cantina_chicken_crispy_taco_269x269.jpg,images/Cantina_Chicken_Crispy_Taco.jpg,$3.49,,,330,15.0,4.5,0.0,35,890,40,3,3,1,16,False
Cantina Chicken Soft Taco,23470,Tacos,https://www.tacobell.com/food/deals-and-combos/cantina-chicken-soft-taco,https://www.tacobell.com/images/23470_new_cantina_chicken_soft_taco_269x269.jpg,images/Cantina_Chicken_Soft_Taco.jpg,$3.49,,,260,15.0,6.0,0.0,50,520,19,4,<1,0,15,False
Soft Taco,22110,Tacos,https://www.tacobell.com/food/tacos/soft-taco,https://www.tacobell.com/images/22110_soft_taco_269x269.jpg,images/Soft_Taco.jpg,$2.19,,,180,8.0,4.0,0.0,25,500,18,3,1,<1,9,False
Soft Taco Supreme®,22111,Tacos,https://www.tacobell.com/food/tacos/soft-taco-supreme,https://www.tacobell.com/images/22111_soft_taco_supreme_269x269.jpg,images/Soft_Taco_Supreme.jpg,$2.99,,,200,9.0,5.0,0.0,25,520,21,3,2,<1,9,False
Spicy Potato Soft Taco,22259,Tacos,https://www.tacobell.com/food/cravings-value-menu/spicy-potato-soft-taco,https://www.tacobell.com/images/22259_spicy_potato_soft_taco_269x269.jpg,images/Spicy_Potato_Soft_Taco.jpg,$1.39,,,240,11.0,3.0,0.0,10,470,28,2,1,<1,5,True
Crunchy Taco,22100,Tacos,https://www.tacobell.com/food/tacos/crunchy-taco,https://www.tacobell.com/images/22100_crunchy_taco_269x269.jpg,images/Crunchy_Taco.jpg,$2.19,,,170,9.0,4.0,0.0,25,310,13,3,0,0,7,False
Crunchy Taco Supreme®,22101,Tacos,https://www.tacobell.com/food/tacos/crunchy-taco-supreme,https://www.tacobell.com/images/22101_crunchy_taco_supreme_269x269.jpg,images/Crunchy_Taco_Supreme.jpg,$2.99,,,190,10.0,4.5,0.0,25,320,16,3,1,0,8,False
Nacho Cheese Doritos® Locos Tacos,22172,Tacos,https://www.tacobell.com/food/tacos/nacho-cheese-doritos-locos-tacos,https://www.tacobell.com/images/22172_nacho_cheese_doritos_locos_tacos_269x269.jpg,images/Nacho_Cheese_Doritos_Locos_Tacos.jpg,$2.99,,,170,10.0,4.0,0.0,25,370,13,3,<1,0,7,False
Nacho Cheese Doritos® Locos Tacos Supreme®,22173,Tacos,https://www.tacobell.com/food/tacos/nacho-cheese-doritos-locos-tacos-supreme,https://www.tacobell.com/images/22173_nacho_cheese_doritos_locos_tacos_supreme_269x269.jpg,images/Nacho_Cheese_Doritos_Locos_Tacos_Supreme.jpg,$3.99,,,190,11.0,4.5,0.0,30,380,15,3,2,0,8,False
Chalupa Supreme,22850,Tacos,https://www.tacobell.com/food/specialties/chalupa-supreme,https://www.tacobell.com/images/22850_chalupa_supreme_269x269.jpg,images/Chalupa_Supreme.jpg,$5.99,,,350,20.0,5.0,0.0,25,570,32,4,3,<1,12,False
Black Bean Chalupa Supreme,23153,Tacos,https://www.tacobell.com/food/specialties/black-bean-chalupa,https://www.tacobell.com/images/23153_black_bean_chalupa_269x269.jpg,images/Black_Bean_Chalupa_Supreme.jpg,$5.99,,,340,17.0,3.5,0.0,10,450,36,7,4,<1,10,True
Cheesy Gordita Crunch,22813,Tacos,https://www.tacobell.com/food/specialties/cheesy-gordita-crunch,https://www.tacobell.com/images/22813_cheesy_gordita_crunch_269x269.jpg,images/Cheesy_Gordita_Crunch.jpg,$5.99,,,490,26.0,10.0,0.0,50,830,44,6,4,<1,20,False
Doritos® Cheesy Gordita Crunch - Nacho Cheese,24067,Tacos,https://www.tacobell.com/food/tacos/doritos-cheesy-gordita-crunch,https://www.tacobell.com/images/24067_doritos_cheesy_gordita_crunch_269x269.jpg,images/Doritos_Cheesy_Gordita_Crunch_-_Nacho_Cheese.jpg,$5.99,,,490,26.0,10.0,0.0,50,890,43,5,4,1,20,False
Volcano Quesarito,26086,Burritos,https://www.tacobell.com/food/specialties/volcano-quesarito,https://www.tacobell.com/images/26086_volcano_quesarito_269x269.jpg,images/Volcano_Quesarito.jpg,$5.49,,,640,,,,,,,,,,,False
Creamy Chipotle Crispy Chicken Burrito,29084,Burritos,https://www.tacobell.com/food/burritos/creamy-chipotle-crispy-chicken-burrito,https://www.tacobell.com/images/29084_creamy_chipotle_crispy_chicken_burrito_269x269.jpg,images/Creamy_Chipotle_Crispy_Chicken_Burrito.jpg,$5.99,,,650,36.0,15.0,0.0,70,"1,480",68,7,4,2,25,False
Avocado Ranch Crispy Chicken Burrito,29016,Burritos,https://www.tacobell.com/food/burritos/avocado-ranch-crispy-chicken-burrito,https://www.tacobell.com/images/29016_avocado_ranch_crispy_chicken_burrito_269x269.jpg,images/Avocado_Ranch_Crispy_Chicken_Burrito.jpg,$6.69,,,660,33.0,13.0,0.0,55,"1,360",72,9,5,2,23,False
Cantina Chicken Burrito,23472,Burritos,https://www.tacobell.com/food/deals-and-combos/cantina-chicken-burrito,https://www.tacobell.com/images/23472_new_cantina_chicken_burrito_269x269.jpg,images/Cantina_Chicken_Burrito.jpg,$6.69,,,590,28.0,14.0,0.0,90,"1,310",46,5,3,1,29,False
Cheesy Double Beef Burrito,23226,Burritos,https://www.tacobell.com/food/burritos/cheesy-double-beef-burrito,https://www.tacobell.com/images/23226_new_cheesy_double_beef_burrito_269x269.jpg,images/Cheesy_Double_Beef_Burrito.jpg,$2.79,,,560,25.0,9.0,0.0,50,"1,340",64,7,3,2,20,False
Grilled Cheese Burrito,22963,Burritos,https://www.tacobell.com/food/burritos/grilled-cheese-burrito,https://www.tacobell.com/images/22963_beef_grilled_cheese_burrito_269x269.jpg,images/Grilled_Cheese_Burrito.jpg,$5.99,,,710,36.0,15.0,0.0,70,"1,480",68,7,4,2,25,False
Black Bean Grilled Cheese Burrito - Black Beans,23290,Burritos,https://www.tacobell.com/food/burritos/black-bean-grilled-cheese-burrito,https://www.tacobell.com/images/23290_black_bean_grilled_cheese_burrito_269x269.jpg,images/Black_Bean_Grilled_Cheese_Burrito_-_Black_Beans.jpg,$5.99,,,690,33.0,13.0,0.0,55,"1,360",72,9,5,2,23,True
Bean Burrito,22200,Burritos,https://www.tacobell.com/food/burritos/bean-burrito,https://www.tacobell.com/images/22200_bean_burrito_269x269.jpg,images/Bean_Burrito.jpg,$2.49,,,360,10.0,4.5,0.0,5,"1,080",54,8,3,2,13,True
Beefy 5-Layer Burrito,22167,Burritos,https://www.tacobell.com/food/burritos/beefy-5-layer-burrito,https://www.tacobell.com/images/22167_beefy_5_layer_burrito_269x269.jpg,images/Beefy_5-Layer_Burrito.jpg,$4.99,,,490,18.0,8.0,0.0,30,"1,290",65,7,4,2,17,False
Burrito Supreme®,22201,Burritos,https://www.tacobell.com/food/burritos/burrito-supreme,https://www.tacobell.com/images/22201_burrito_supreme_269x269.jpg,images/Burrito_Supreme.jpg,$5.99,,,390,14.0,6.0,0.0,25,"1,160",52,8,4,2,16,False
Cheesy Bean and Rice Burrito,22283,Burritos,https://www.tacobell.com/food/cravings-value-menu/cheesy-bean-and-rice-burrito,https://www.tacobell.com/images/22283_cheesy_bean_and_rice_burrito_269x269.jpg,images/Cheesy_Bean_and_Rice_Burrito.jpg,$1.59,,,420,16.0,3.5,0.0,<5,950,56,6,3,2,9,True
Cantina Chicken Quesadilla,23477,Quesadillas,https://www.tacobell.com/food/deals-and-combos/cantina-chicken-quesadilla,https://www.tacobell.com/images/23477_cantina_chicken_quesadilla_new_269x269.jpg,images/Cantina_Chicken_Quesadilla.jpg,$7.19,,,660,,,,,,,,,,,False
Chicken Quesadilla,22321,Quesadillas,https://www.tacobell.com/food/quesadillas/chicken-quesadilla,https://www.tacobell.com/images/22321_quesadilla_269x269.jpg,images/Chicken_Quesadilla.jpg,$6.89,,,510,24.0,12.0,0.0,70,"1,260",44,4,4,2,26,False
Steak Quesadilla,22322,Quesadillas,https://www.tacobell.com/food/quesadillas/steak-quesadilla,https://www.tacobell.com/images/22322_steak_quesadilla_269x269.jpg,images/Steak_Quesadilla.jpg,$7.39,,,520,26.0,13.0,0.0,155,"1,240",42,3,3,2,25,False
Cheese Quesadilla,22320,Quesadillas,https://www.tacobell.com/food/quesadillas/cheese-quesadilla,https://www.tacobell.com/images/22320_cheese_quesadilla_269x269.jpg,images/Cheese_Quesadilla.jpg,$5.89,,,470,22.0,11.0,0.0,50,980,43,4,3,1,18,True
Nachos BellGrande®,22502,Nachos,https://www.tacobell.com/food/nachos/nachos-bellgrande,https://www.tacobell.com/images/22502_nachos_bellgrande_269x269.jpg,images/Nachos_BellGrande.jpg,$6.99,,,730,38.0,6.0,0.0,20,"1,180",81,13,4,<1,17,False
Chips and Nacho Supreme Dip,25509,Nachos,https://www.tacobell.com/food/deals-and-combos/chips-and-nacho-supreme-dip,https://www.tacobell.com/images/25509_chips_and_nacho_supreme_dip_new_269x269.jpg,images/Chips_and_Nacho_Supreme_Dip.jpg,$2.49,,,360,19.0,4.5,0.0,20,720,37,7,3,0,10,False
Chips and Guacamole,23318,Nachos,https://www.tacobell.com/food/nachos/chips-and-guacamole,https://www.tacobell.com/images/23318_new_chips_and_guacamole_269x269.jpg,images/Chips_and_Guacamole.jpg,$3.99,,,250,13.0,1.5,0.0,0,280,24,2,1,0,3,True
Chips and Nacho Cheese Sauce,22500,Nachos,https://www.tacobell.com/food/nachos/chips-and-nacho-cheese-sauce,https://www.tacobell.com/images/22500_chips_and_nacho_cheese_sauce_269x269.jpg,images/Chips_and_Nacho_Cheese_Sauce.jpg,$2.99,,,220,13.0,1.5,0.0,0,280,24,2,1,0,3,True
Beefy Potato Loaded Griller,25501,Luxe value menu,https://www.tacobell.com/food/specialties/beefy-potato-loaded-griller,https://www.tacobell.com/images/25501_beef_potato_loaded_griller_269x269.jpg,images/Beefy_Potato_Loaded_Griller.jpg,$2.79,,,490,23.0,6.0,0.0,25,"1,120",56,5,3,2,12,False
Salted Caramel Churros 3pk,25504,Luxe value menu,https://www.tacobell.com/food/sweets/salted-caramel-churros-3pk,https://www.tacobell.com/images/25504_salted_caramel_churros_3pk_269x269.jpg,images/Salted_Caramel_Churros_3pk.jpg,$1.99,,,230,,,,,,,,,,,False
Mini Taco Salad,25502,Luxe value menu,https://www.tacobell.com/food/specialties/mini-taco-salad,https://www.tacobell.com/images/25502_mini_taco_salad_269x269.jpg,images/Mini_Taco_Salad.jpg,$2.49,,,280,15.0,4.0,0.0,20,490,27,6,2,0,9,False
Chips and Nacho Supreme Dip,25509,Luxe value menu,https://www.tacobell.com/food/deals-and-combos/chips-and-nacho-supreme-dip,https://www.tacobell.com/images/25509_chips_and_nacho_supreme_dip_new_269x269.jpg,images/Chips_and_Nacho_Supreme_Dip.jpg,$2.49,,,360,19.0,4.5,0.0,20,720,37,7,3,0,10,False
Avocado Ranch Chicken Stacker,25500,Luxe value menu,https://www.tacobell.com/food/specialties/avocado-ranch-chicken-stacker,https://www.tacobell.com/images/25500_chipotle_ranch_chicken_stacker_269x269.jpg,images/Avocado_Ranch_Chicken_Stacker.jpg,$2.99,,,430,,,,,,,,,,,False
Cheesy Roll Up,22152,Luxe value menu,https://www.tacobell.com/food/sides/cheesy-roll-up,https://www.tacobell.com/images/22152_cheesy_roll_up_269x269.jpg,images/Cheesy_Roll_Up.jpg,$1.29,,,180,8.0,5.0,0.0,25,420,18,1,1,<1,8,True
Spicy Potato Soft Taco,22259,Luxe value menu,https://www.tacobell.com/food/cravings-value-menu/spicy-potato-soft-taco,https://www.tacobell.com/images/22259_spicy_potato_soft_taco_269x269.jpg,images/Spicy_Potato_Soft_Taco.jpg,$1.39,,,240,11.0,3.0,0.0,10,470,28,2,1,<1,5,True
Cheesy Bean and Rice Burrito,22283,Luxe value menu,https://www.tacobell.com/food/cravings-value-menu/cheesy-bean-and-rice-burrito,https://www.tacobell.com/images/22283_cheesy_bean_and_rice_burrito_269x269.jpg,images/Cheesy_Bean_and_Rice_Burrito.jpg,$1.59,,,420,16.0,3.5,0.0,<5,950,56,6,3,2,9,True
3 Cheese Chicken Flatbread Melt,23499,Luxe value menu,https://www.tacobell.com/food/quesadillas/3-cheese-chicken-flatbread-melt,https://www.tacobell.com/images/23499_new_3_cheese_chicken_flatbread_melt_269x269.jpg,images/3_Cheese_Chicken_Flatbread_Melt.jpg,$2.39,,,330,14.0,6.0,0.0,50,750,30,3,4,<1,20,False
Cheesy Fiesta Potatoes,22530,Luxe value menu,https://www.tacobell.com/food/sides/cheesy-fiesta-potatoes,https://www.tacobell.com/images/22530_cheesy_fiesta_potatoes_269x269.jpg,images/Cheesy_Fiesta_Potatoes.jpg,$2.79,,,240,12.0,1.5,0.0,<5,520,29,3,1,0,3,True
Cheesy Double Beef Burrito,23226,Luxe value menu,https://www.tacobell.com/food/burritos/cheesy-double-beef-burrito,https://www.tacobell.com/images/23226_new_cheesy_double_beef_burrito_269x269.jpg,images/Cheesy_Double_Beef_Burrito.jpg,$2.79,,,560,25.0,9.0,0.0,50,"1,340",64,7,3,2,20,False
Salted Caramel Churros 3pk,25504,Sides & sweets,https://www.tacobell.com/food/sweets/salted-caramel-churros-3pk,https://www.tacobell.com/images/25504_salted_caramel_churros_3pk_269x269.jpg,images/Salted_Caramel_Churros_3pk.jpg,$1.99,,,230,,,,,,,,,,,False
Large Nacho Fries,28183,Sides & sweets,https://www.tacobell.com/food/deals-and-combos/large-nacho-fries,https://www.tacobell.com/images/28183_nacho_fries_large_269x269.jpg,images/Large_Nacho_Fries.jpg,$3.69,,,470,29.0,2.5,0.0,0,"1,090",52,5,1,0,6,True
Nacho Fries,28095,Sides & sweets,https://www.tacobell.com/food/deals-and-combos/nacho-fries,https://www.tacobell.com/images/28095_nacho_fries_269x269.jpg,images/Nacho_Fries.jpg,$2.89,,,330,21.0,2.0,0.0,0,790,36,3,1,0,4,True
Hidden Valley™ Diablo Ranch Dip Sauce,3755,Sides & sweets,https://www.tacobell.com/food/sauces/hidden-valley-diablo-ranch-dip-sauce,https://www.tacobell.com/images/3755_hidden_valley_diablo_ranch_dipping_sauce_269x269.jpg,images/Hidden_Valley_Diablo_Ranch_Dip_Sauce.jpg,$0.25,,,0,22.0,3.5,0.0,15,210,3,0,2,<1,<1,False
Bell Sauce Dip Sauce,3639,Sides & sweets,https://www.tacobell.com/food/sauces/bell-sauce-dip-sauce,https://www.tacobell.com/images/3639_bell_sauce_dip_269x269.jpg,images/Bell_Sauce_Dip_Sauce.jpg,$0.25,,,210,21.0,3.0,0.0,10,210,5,1,4,4,<1,False
Jalapeño Honey Mustard Dip Sauce,3633,Sides & sweets,https://www.tacobell.com/food/sauces/jalapeno-honey-mustard-dip-sauce,https://www.tacobell.com/images/3633_jalapeno_honey_mustard_269x269.jpg,images/Jalapeño_Honey_Mustard_Dip_Sauce.jpg,$0.25,,,200,19.0,2.5,0.0,5,160,8,<1,7,7,<1,False
Cheesy Fiesta Potatoes,22530,Sides & sweets,https://www.tacobell.com/food/sides/cheesy-fiesta-potatoes,https://www.tacobell.com/images/22530_cheesy_fiesta_potatoes_269x269.jpg,images/Cheesy_Fiesta_Potatoes.jpg,$2.79,,,240,12.0,1.5,0.0,<5,520,29,3,1,0,3,True
Chips and Guacamole,23318,Sides & sweets,https://www.tacobell.com/food/nachos/chips-and-guacamole,https://www.tacobell.com/images/23318_new_chips_and_guacamole_269x269.jpg,images/Chips_and_Guacamole.jpg,$3.99,,,250,13.0,1.5,0.0,0,280,24,2,1,0,3,True
Chips and Nacho Cheese Sauce,22500,Sides & sweets,https://www.tacobell.com/food/nachos/chips-and-nacho-cheese-sauce,https://www.tacobell.com/images/22500_chips_and_nacho_cheese_sauce_269x269.jpg,images/Chips_and_Nacho_Cheese_Sauce.jpg,$2.99,,,220,13.0,1.5,0.0,0,280,24,2,1,0,3,True
Black Beans,22394,Sides & sweets,https://www.tacobell.com/food/sides-sweets/black-beans,https://www.tacobell.com/images/22394_black_beans_269x269.jpg,images/Black_Beans.jpg,$2.79,,"Black beans, water, onion, canola oil, seasoning (water, dextrose, salt, natural flavor, corn starch, corn oil, onion powder, garlic powder, turmeric), modified corn starch, salt, chili powder, garlic, onion. [certified vegan]",50,1.5,0.0,0.0,0,140,7,4,0,0,3,True
Black Beans and Rice,22393,Sides & sweets,https://www.tacobell.com/food/sides-sweets/black-beans-and-rice,https://www.tacobell.com/images/22393_black_beans_and_rice_269x269.jpg,images/Black_Beans_and_Rice.jpg,$2.79,,,160,4.5,0.0,0.0,0,370,25,5,<1,0,4,True
Pintos N Cheese,22510,Sides & sweets,https://www.tacobell.com/food/sides/pintos-n-cheese,https://www.tacobell.com/images/22510_pintos_n_cheese_269x269.jpg,images/Pintos_N_Cheese.jpg,$2.99,,,170,6.0,3.0,0.0,10,680,19,7,1,<1,9,True
Cinnamon Twists,22525,Sides & sweets,https://www.tacobell.com/food/sweets/cinnamon-twists,https://www.tacobell.com/images/22525_cinnamon_twists_269x269.jpg,images/Cinnamon_Twists.jpg,$1.69,,"Twist: Wheat flour, yellow corn meal, rice flour, salt. Cinnamon sugar: sugar, cinnamon, soybean oil, maltodextrin or dextrin, natural flavors. Prepared in canola oil. Contains: Wheat [certified vegan]",170,6.0,0.5,0.0,0,115,27,<1,10,10,1,True
Cinnabon Delights® 2 Pack,30046,Sides & sweets,https://www.tacobell.com/food/sweets/cinnabon-delights-2-pack,https://www.tacobell.com/images/30046_cinnabon_delights_2_pack_269x269.jpg,images/Cinnabon_Delights_2_Pack.jpg,$2.79,,,170,11.0,3.5,0.0,5,70,15,<1,9,9,2,True
Cinnabon Delights® 12 Pack,30045,Sides & sweets,https://www.tacobell.com/food/sweets/cinnabon-delights-12-pack,https://www.tacobell.com/images/30045_cinnabon_delights_12_pack_269x269.jpg,images/Cinnabon_Delights_12_Pack.jpg,$7.99,,,1010,68.0,22.0,0.0,40,430,88,5,52,52,11,True
Avocado Verde Salsa Sauce Packet,23476,Sides & sweets,https://www.tacobell.com/food/sides-sweets/cantina-sauce,https://www.tacobell.com/images/23476_new_avocado_verde_salsa_sauce_packet_269x269.jpg,images/Avocado_Verde_Salsa_Sauce_Packet.jpg,$0.20,,,50,5.0,1.0,0.0,0,70,<1,0,0,0,0,True
Creamy Garlic Sauce,4365,Sides & sweets,https://www.tacobell.com/food/addOn/creamy-garlic-sauce,https://www.tacobell.com/images/4365_garlic_ranch_sauce_new_269x269.jpg,images/Creamy_Garlic_Sauce.jpg,$0.60,,,0,,,,,,,,,,,True
Volcano Sauce,4705,Sides & sweets,https://www.tacobell.com/food/addOn/volcano-sauce,https://www.tacobell.com/images/4705_volcano_269x269.jpg,images/Volcano_Sauce.jpg,$0.60,,"Soybean oil, water, distilled vinegar, egg yolk, whey, salt, maltodextrin, paprika, yeast extract, brown sugar, sugar, garlic powder, onion powder, cheddar cheese (milk, salt, cheese cultures, enzymes), romano cheese (cow's milk, cheese cultures, salt, enzymes), natural flavors (contains dairy), phosphoric acid, spice, propylene glycol alginate, xanthan gum, extractives of paprika and turmeric (C), potassium sorbate (P), sorbic acid, calcium disodium EDTA (PF). Contains: Milk, Eggs.",210,,,,,,,,,,,False
Mild Sauce Packet,22763,Sides & sweets,https://www.tacobell.com/food/sides/mild-sauce-packet,https://www.tacobell.com/images/22763_mild_sauce_packet_269x269.jpg,images/Mild_Sauce_Packet.jpg,$0.00,,,0,0.0,0.0,0.0,0,30,0,0,0,0,0,True
Hot Sauce Packet,22760,Sides & sweets,https://www.tacobell.com/food/sides/hot-sauce-packet,https://www.tacobell.com/images/22760_hot_sauce_packet_269x269.jpg,images/Hot_Sauce_Packet.jpg,$0.00,,,0,0.0,0.0,0.0,0,45,0,0,0,0,0,True
Fire Sauce Packet,22759,Sides & sweets,https://www.tacobell.com/food/sides/fire-sauce-packet,https://www.tacobell.com/images/22759_fire_sauce_packet_269x269.jpg,images/Fire_Sauce_Packet.jpg,$0.00,,,0,0.0,0.0,0.0,0,55,0,0,0,0,0,True
Diablo Sauce Packet,22765,Sides & sweets,https://www.tacobell.com/food/sides/diablo-sauce-packet,https://www.tacobell.com/images/22765_diablo_sauce_packet_269x269.jpg,images/Diablo_Sauce_Packet.jpg,$0.00,,,0,0.0,0.0,0.0,0,35,0,0,0,0,0,True
Jalapeño Peppers,22741,Sides & sweets,https://www.tacobell.com/food/sides/jalapeo-peppers,https://www.tacobell.com/images/2115_jalapeno_peppers_269x269.jpg,images/Jalapeño_Peppers.jpg,$0.85,,,0,,,,,,,,,,,False
Nacho Cheese Sauce,22746,Sides & sweets,https://www.tacobell.com/food/sauces/nacho-cheese-sauce,https://www.tacobell.com/images/2253_nacho_cheese_sauce_269x269.jpg,images/Nacho_Cheese_Sauce.jpg,$1.00,,"Nonfat milk, cheese whey, water, vegetable oil (canola oil, soybean oil), modified food starch, maltodextrin, contains 2% or less of: natural flavors, sea salt, jalapeno puree, vinegar, autolyzed yeast extract, lactic acid, cellulose gum, dipotassium phosphate, citric acid, potassium citrate, sodium stearoyl lactylate, annatto and oleoresin paprika color. Contains: Milk. [certified vegetarian]",60,,,,,,,,,,,True
Reduced-Fat Sour Cream,22754,Sides & sweets,https://www.tacobell.com/food/sauces/reduced-fat-sour-cream,https://www.tacobell.com/images/2053_reduced_fat_sour_cream_269x269.jpg,images/Reduced-Fat_Sour_Cream.jpg,$0.95,,"Milk, cream, modified corn starch, lactic acid, maltodextrin, citric acid, sodium phosphate, natural flavor, cellulose gel, potassium sorbate (P), cellulose gum, guar gum, locust bean gum, carrageenan, vitamin A. Contains: Milk [certified vegetarian]",35,,,,,,,,,,,True
Creamy Jalapeño Sauce,22731,Sides & sweets,https://www.tacobell.com/food/sauces/creamy-jalapeno-sauce,https://www.tacobell.com/images/2240_creamy_jalapeno_sauce_269x269.jpg,images/Creamy_Jalapeño_Sauce.jpg,$0.80,,,230,,,,,,,,,,,True
Guacamole,22740,Sides & sweets,https://www.tacobell.com/food/sauces/guacamole,https://www.tacobell.com/images/2063_guacamole_269x269.jpg,images/Guacamole.jpg,$1.15,,"Avocado pulp (avocado, lime juice, salt), onions, tomatoes, sauce (soybean oil, water, salt, distilled vinegar, cane sugar, garlic powder, disodium inosinate and guanylate, dehydrated onion, spice, citric acid, mustard, modified corn starch, sorbic acid, phosphoric acid, propylene glycol alginate, xanthan gum, natural flavor, calcium disodium EDTA (P). [certified vegan]",80,,,,,,,,,,,True
Chipotle Sauce,22732,Sides & sweets,https://www.tacobell.com/food/sauces/chipotle-sauce,https://www.tacobell.com/images/2323_chipotle_sauce_269x269.jpg,images/Chipotle_Sauce.jpg,$0.80,,,220,13.0,1.5,0.0,0,280,24,2,1,0,3,True
Avocado Ranch Sauce,22722,Sides & sweets,https://www.tacobell.com/food/sauces/avocado-ranch-sauce,https://www.tacobell.com/images/2383_avocado_ranch_sauce_269x269.jpg,images/Avocado_Ranch_Sauce.jpg,$0.75,,"Soybean oil, cultured buttermilk, water, avocado, cage-free egg yolk, vinegar, white wine vinegar, 2% or less of: salt, garlic juice, sugar, natural flavor, lemon and lime juice concentrate, spice, garlic powder, onion powder, onion, garlic, lactic acid, citric acid, ascorbic acid, turmeric oleoresin (VC), fruit juice (VC), fruit juice concentrate (VC), disodium inosinate and disodium guanylate, propylene glycol alginate, xanthan gum, sodium alginate, potassium sorbate (P), sodium benzoate (P), calcium disodium EDTA (P). Contains: Milk, Egg [certified vegetarian]",240,13.0,1.5,0.0,0,280,24,2,1,0,3,True
Spicy Ranch,2521,Sides & sweets,https://www.tacobell.com/food/sauces/spicy-ranch,https://www.tacobell.com/images/2519_spicy_ranch_269x269.jpg,images/Spicy_Ranch.jpg,$0.80,,,210,,,,,,,,,,,True
Red Sauce,22750,Sides & sweets,https://www.tacobell.com/food/sauces/red-sauce,https://www.tacobell.com/images/2148_red_sauce_269x269.jpg,images/Red_Sauce.jpg,$0.50,,"Water, seasoning (maltodextrin, modified corn starch, paprika, salt, tomato powder, spices, natural flavors, paprika (VC), onion powder, xanthan gum, malic acid, vitamin C, citric acid, torula yeast). [certified vegan]",15,,,,,,,,,,,True
