name,category,url,image_url,image_path,price,calories,calories_kcal,sodium_mg,sugars_g,protein_g,description,price_cal_text
Pineapple Lime Rockstar® Energy Refresca,fountain drinks,https://www.tacobell.com/food/drinks/rockstar-pinapple-lime,https://www.tacobell.com/images/3669_rockstar_pinapple_lime_269x269.jpg,images/Pineapple_Lime_Rockstar_Energy_Refresca.jpg,$0.00,50,50,False,False,False,Medium Mango Peach Agua Refresca,
MTN DEW® Baja Blast® Freeze,fountain drinks,https://www.tacobell.com/food/drinks/mountain-dew-baja-blast-freeze,https://www.tacobell.com/images/1491_mtn_dew_baja_blast_freeze_269x269.jpg,images/MTN_DEW_Baja_Blast_Freeze.jpg,$0.00,190,190,False,False,False,A tropical lime-flavored frozen slushy drink made with the classic taste of Mountain Dew® Baja Blast®.,
Pepsi®,fountain drinks,https://www.tacobell.com/food/drinks/pepsi,https://www.tacobell.com/images/1002_pepsi_new_269x269.jpg,images/Pepsi.jpg,$0.00,380,380,False,False,False,"The bold, refreshing, robust cola.",
Diet Pepsi®,fountain drinks,https://www.tacobell.com/food/drinks/diet-pepsi,https://www.tacobell.com/images/1007_diet_pepsi_new_269x269.jpg,images/Diet_Pepsi.jpg,$0.00,0,0,False,False,False,"A crisp tasting, refreshing pop of sweet, fizzy bubbles without sugar, calories or carbs.",
Pepsi® Zero Sugar,fountain drinks,https://www.tacobell.com/food/drinks/pepsi-zero-sugar,https://www.tacobell.com/images/1107_pepsi_zero_sugar_269x269.jpg,images/Pepsi_Zero_Sugar.jpg,$0.00,0,0,False,False,False,Real cola taste without the sugar.,
Cherry Pepsi®,fountain drinks,https://www.tacobell.com/food/drinks/cherry-pepsi,https://www.tacobell.com/images/1072_cherry_pepsi_269x269.jpg,images/Cherry_Pepsi.jpg,$0.00,390,390,False,False,False,"The perfect blend of classic Pepsi-Cola taste with a twist of bold, sweet, and effervescent Cherry flavor.",
MTN DEW®,fountain drinks,https://www.tacobell.com/food/drinks/mtn-dew,https://www.tacobell.com/images/1012_mtn_dew_269x269.jpg,images/MTN_DEW.jpg,$0.00,420,420,False,False,False,The originial DEW® that quenches thirst with a one of a kind citrus taste.,
MTN DEW® Zero,fountain drinks,https://www.tacobell.com/food/drinks/mtn-dew-zero,https://www.tacobell.com/images/1147_mtn_dew_zero_269x269.jpg,images/MTN_DEW_Zero.jpg,$0.00,5,5,False,False,False,The originial DEW® that quenches thirst with a one of a kind citrus taste without the sugar.,
MTN DEW® Baja Blast®,fountain drinks,https://www.tacobell.com/food/drinks/mtn-dew-baja-blast,https://www.tacobell.com/images/1027_mountain_dew_baja_blast_269x269.jpg,images/MTN_DEW_Baja_Blast.jpg,$0.00,420,420,False,False,False,Chips and Nacho Cheese Sauce,
MTN DEW® Baja Blast™ Zero Sugar,fountain drinks,https://www.tacobell.com/food/drinks/mtn-dew-baja-blast-zero-sugar,https://www.tacobell.com/images/1110_mountain_dew_baja_blast_zero_269x269.jpg,images/MTN_DEW_Baja_Blast_Zero_Sugar.jpg,$0.00,15,15,False,False,False,The originial DEW® that quenches thirst with a one of a kind citrus taste without the sugar.,
Mug® Root Beer,fountain drinks,https://www.tacobell.com/food/drinks/mug-root-beer,https://www.tacobell.com/images/1062_mug_root_beer_269x269.jpg,images/Mug_Root_Beer.jpg,$0.00,360,360,False,False,False,"A nostalgic beverage known for its rich foam, unique aroma, and ice-cold refreshment.",
Starry®,fountain drinks,https://www.tacobell.com/food/drinks/starry,https://www.tacobell.com/images/1153_starry_269x269.jpg,images/Starry.jpg,$0.00,370,370,False,False,False,"A caffeine-free soda that provides a crisp, clear burst of lemon lime flavor.",
G2 Gatorade® Fruit Punch,fountain drinks,https://www.tacobell.com/food/drinks/g2-gatorade-fruit-punch,https://www.tacobell.com/images/1099_gatorade_g2_fruit_punch_269x269.jpg,images/G2_Gatorade_Fruit_Punch.jpg,$0.00,80,80,False,False,False,"All the electrolytes and 1/3 the sugar as original Gatorade® Thirst Quencher, with a delicious fruit punch taste.",
Tropicana® Original Lemonade,fountain drinks,https://www.tacobell.com/food/drinks/tropicana-original-lemonade,https://www.tacobell.com/images/3077_lemonade_269x269.jpg,images/Tropicana_Original_Lemonade.jpg,$0.00,120,120,False,False,False,A refreshing and fruit-forward lemonade beverage.,
Brisk® Mango Fiesta,fountain drinks,https://www.tacobell.com/food/drinks/brisk-mango-fiesta,https://www.tacobell.com/images/1219_brisk_mango_fiesta_new_269x269.jpg,images/Brisk_Mango_Fiesta.jpg,$0.00,170,170,False,False,False,A tropical tea with the sweet and fruity taste of mango.,
Lipton® Unsweetened Iced Tea,fountain drinks,https://www.tacobell.com/food/drinks/lipton-unsweetened-iced-tea,https://www.tacobell.com/images/1077_lipton_unsweetened_iced_tea_new_269x269.jpg,images/Lipton_Unsweetened_Iced_Tea.jpg,$0.00,0,0,False,False,False,A refreshing iced tea with no added sweeteners.,
Lipton® Sweet Tea,fountain drinks,https://www.tacobell.com/food/drinks/lipton-sweet-tea,https://www.tacobell.com/images/1267_sweet_tea_269x269.jpg,images/Lipton_Sweet_Tea.jpg,$0.00,470,470,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Tropicana® Orange Juice,fountain drinks,https://www.tacobell.com/food/drinks/tropicana-orange-juice,https://www.tacobell.com/images/1440_tropicana_orange_juice_269x269.jpg,images/Tropicana_Orange_Juice.jpg,$0.00,140,140,False,False,False,"Delicious, 100% orange juice with vitamin C and no added sugar.",
Premium Hot Coffee,fountain drinks,https://www.tacobell.com/food/drinks/premium-hot-coffee,https://www.tacobell.com/images/1527_premium_hot_coffee_269x269.jpg,images/Premium_Hot_Coffee.jpg,$0.00,10,10,False,False,False,"Taco Bell premium coffee not only tastes great, it’s also 45% Rainforest Alliance Certified. This means that the coffee beans blended for Taco Bell premium coffee are sustainably grown to benefit farm families, wildlife, and the environment. When you purchase a cup of our premium coffee, you are supporting stronger forests and healthy communities, however it sounds as if drinking our coffee helps to support an elite group of Jungle Marauders who protect the rainforest from evil. And that… sounds awesome.",
Hot Cinnabon Delights® Coffee,fountain drinks,https://www.tacobell.com/food/drinks/cinnabon-delights-coffee-hot,https://www.tacobell.com/images/1280_hot_cinnabon_delight_coffee_269x269.jpg,images/Hot_Cinnabon_Delights_Coffee.jpg,$0.00,160,160,False,False,False,Premium roast coffee with vanilla creamer and Cinnabon Delights® flavor served hot.,
Regular Iced Coffee,fountain drinks,https://www.tacobell.com/food/drinks/regular-iced-coffee,https://www.tacobell.com/images/1534_iced_regular_coffee_269x269.jpg,images/Regular_Iced_Coffee.jpg,$0.00,10,10,False,False,False,"Iced coffee exists for basically one major reason, so that on hot days, you can get a nice jolt of caffeine without the heat. You know, it’s a lot like jorts. You probably love wearing jeans, since jeans are obviously the best. But if you wear them in the summer, you’re propably spending the rest of the day looking like a marathon runner on the 20th mile. Luckily, not unlike Taco Bell® iced coffee, jorts give you a much cooler adaptation of something you love. And in the same way that people enviously stare at your Taco Bell iced coffee when you walk down the street on a hot day, strangers stare at you and think, “Man, that guy’s got it made with those totally cool jorts.” At least that's what we hope when they point and whisper to their friends.",
Iced Cinnabon Delights® Coffee,fountain drinks,https://www.tacobell.com/food/drinks/cinnabon-delights-coffee-iced,https://www.tacobell.com/images/1279_iced_cinnabon_delight_coffee_269x269.jpg,images/Iced_Cinnabon_Delights_Coffee.jpg,$0.00,160,160,False,False,False,Premium roast coffee with vanilla creamer and Cinnabon Delights® flavor served on ice.,
Drinks Party Pack,fountain drinks,https://www.tacobell.com/food/deals-and-combos/drinks-party-pack,https://www.tacobell.com/images/21210_drink_party_pack_750x340.jpg,images/Drinks_Party_Pack.jpg,$0.00,0-1120,,,,,Includes four Medium fountain drinks of your choice.,
Salted Caramel Churros 3pk,desserts,https://www.tacobell.com/food/sweets/salted-caramel-churros-3pk,https://www.tacobell.com/images/25504_salted_caramel_churros_3pk_269x269.jpg,images/Salted_Caramel_Churros_3pk.jpg,$0.00,0,True,False,False,False,Steak Garlic Nacho Fries,
Large Nacho Fries,desserts,https://www.tacobell.com/food/deals-and-combos/large-nacho-fries,https://www.tacobell.com/images/28183_nacho_fries_large_269x269.jpg,images/Large_Nacho_Fries.jpg,$0.00,0,True,False,False,False,Chips and Nacho Cheese Sauce,
Nacho Fries,desserts,https://www.tacobell.com/food/deals-and-combos/nacho-fries,https://www.tacobell.com/images/28095_nacho_fries_269x269.jpg,images/Nacho_Fries.jpg,$0.00,0,True,False,False,False,Chips and Nacho Cheese Sauce,
Hidden Valley™ Diablo Ranch Dip Sauce,desserts,https://www.tacobell.com/food/sauces/hidden-valley-diablo-ranch-dip-sauce,https://www.tacobell.com/images/3755_hidden_valley_diablo_ranch_dipping_sauce_269x269.jpg,images/Hidden_Valley_Diablo_Ranch_Dip_Sauce.jpg,$0.00,0,False,False,<p><b>Warning:</b>,False,"Hidden Valley Ranch’s creamy herby ranch meets the flavors of Taco Bell’s diablo sauce with a bold, smoky heat that brings our iconic sauce packet to life in a new way.",
Bell Sauce Dip Sauce,desserts,https://www.tacobell.com/food/sauces/bell-sauce-dip-sauce,https://www.tacobell.com/images/3639_bell_sauce_dip_269x269.jpg,images/Bell_Sauce_Dip_Sauce.jpg,$0.00,0,True,False,False,False,"Our signature tangy and savory sauce with tomatoes, mild red chiles and garlic.",
Jalapeño Honey Mustard Dip Sauce,desserts,https://www.tacobell.com/food/sauces/jalapeno-honey-mustard-dip-sauce,https://www.tacobell.com/images/3633_jalapeno_honey_mustard_269x269.jpg,images/Jalapeño_Honey_Mustard_Dip_Sauce.jpg,$0.00,0,False,False,<p><b>Warning:</b>,False,"Flavorful, craveable heat combining the sweetness of honey with tangy mustard and a kick from jalapeño peppers.",
Cheesy Fiesta Potatoes,desserts,https://www.tacobell.com/food/sides/cheesy-fiesta-potatoes,https://www.tacobell.com/images/22530_cheesy_fiesta_potatoes_269x269.jpg,images/Cheesy_Fiesta_Potatoes.jpg,$0.00,0,True,False,False,False,Cantina Chicken Crispy Taco,
Chips and Guacamole,desserts,https://www.tacobell.com/food/nachos/chips-and-guacamole,https://www.tacobell.com/images/23318_new_chips_and_guacamole_269x269.jpg,images/Chips_and_Guacamole.jpg,$0.00,0,True,False,False,False,Chips and Nacho Cheese Sauce,
Chips and Nacho Cheese Sauce,desserts,https://www.tacobell.com/food/nachos/chips-and-nacho-cheese-sauce,https://www.tacobell.com/images/22500_chips_and_nacho_cheese_sauce_269x269.jpg,images/Chips_and_Nacho_Cheese_Sauce.jpg,$0.00,0,True,False,False,False,Cantina Chicken Crispy Taco,
Black Beans,desserts,https://www.tacobell.com/food/sides-sweets/black-beans,https://www.tacobell.com/images/22394_black_beans_269x269.jpg,images/Black_Beans.jpg,$0.00,0,True,False,False,False,Cheesy Bean and Rice Burrito,
Black Beans and Rice,desserts,https://www.tacobell.com/food/sides-sweets/black-beans-and-rice,https://www.tacobell.com/images/22393_black_beans_and_rice_269x269.jpg,images/Black_Beans_and_Rice.jpg,$0.00,0,True,False,False,False,Cheesy Bean and Rice Burrito,
Pintos N Cheese,desserts,https://www.tacobell.com/food/sides/pintos-n-cheese,https://www.tacobell.com/images/22510_pintos_n_cheese_269x269.jpg,images/Pintos_N_Cheese.jpg,$0.00,0,True,False,False,False,,
Cinnamon Twists,desserts,https://www.tacobell.com/food/sweets/cinnamon-twists,https://www.tacobell.com/images/22525_cinnamon_twists_269x269.jpg,images/Cinnamon_Twists.jpg,$0.00,0,True,False,False,False,Chips and Nacho Cheese Sauce,
Cinnabon Delights® 2 Pack,desserts,https://www.tacobell.com/food/sweets/cinnabon-delights-2-pack,https://www.tacobell.com/images/30046_cinnabon_delights_2_pack_269x269.jpg,images/Cinnabon_Delights_2_Pack.jpg,$0.00,0,True,False,False,False,Cinnabon Delights® 12 Pack,
Cinnabon Delights® 12 Pack,desserts,https://www.tacobell.com/food/sweets/cinnabon-delights-12-pack,https://www.tacobell.com/images/30045_cinnabon_delights_12_pack_269x269.jpg,images/Cinnabon_Delights_12_Pack.jpg,$0.00,0,True,False,False,False,Cinnabon Delights® 2 Pack,
Avocado Verde Salsa Sauce Packet,desserts,https://www.tacobell.com/food/sides-sweets/cantina-sauce,https://www.tacobell.com/images/23476_new_avocado_verde_salsa_sauce_packet_269x269.jpg,images/Avocado_Verde_Salsa_Sauce_Packet.jpg,$0.00,0,True,False,False,False,Cantina Chicken Crispy Taco,
Creamy Garlic Sauce,desserts,https://www.tacobell.com/food/addOn/creamy-garlic-sauce,https://www.tacobell.com/images/4365_garlic_ranch_sauce_new_269x269.jpg,images/Creamy_Garlic_Sauce.jpg,$0.00,0,True,False,False,False,A flavorful creamy garlic sauce with a little kick of flavor from mild jalapeños.,
Volcano Sauce,desserts,https://www.tacobell.com/food/addOn/volcano-sauce,https://www.tacobell.com/images/4705_volcano_269x269.jpg,images/Volcano_Sauce.jpg,$0.00,0,True,False,False,False,"A creamy, craveable sauce made with a blend of cheeses and flavorful spices.",
Mild Sauce Packet,desserts,https://www.tacobell.com/food/sides/mild-sauce-packet,https://www.tacobell.com/images/22763_mild_sauce_packet_269x269.jpg,images/Mild_Sauce_Packet.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Hot Sauce Packet,desserts,https://www.tacobell.com/food/sides/hot-sauce-packet,https://www.tacobell.com/images/22760_hot_sauce_packet_269x269.jpg,images/Hot_Sauce_Packet.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Fire Sauce Packet,desserts,https://www.tacobell.com/food/sides/fire-sauce-packet,https://www.tacobell.com/images/22759_fire_sauce_packet_269x269.jpg,images/Fire_Sauce_Packet.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Diablo Sauce Packet,desserts,https://www.tacobell.com/food/sides/diablo-sauce-packet,https://www.tacobell.com/images/22765_diablo_sauce_packet_269x269.jpg,images/Diablo_Sauce_Packet.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Jalapeño Peppers,desserts,https://www.tacobell.com/food/sides/jalapeo-peppers,https://www.tacobell.com/images/2115_jalapeno_peppers_269x269.jpg,images/Jalapeño_Peppers.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Nacho Cheese Sauce,desserts,https://www.tacobell.com/food/sauces/nacho-cheese-sauce,https://www.tacobell.com/images/2253_nacho_cheese_sauce_269x269.jpg,images/Nacho_Cheese_Sauce.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Reduced-Fat Sour Cream,desserts,https://www.tacobell.com/food/sauces/reduced-fat-sour-cream,https://www.tacobell.com/images/2053_reduced_fat_sour_cream_269x269.jpg,images/Reduced-Fat_Sour_Cream.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Creamy Jalapeño Sauce,desserts,https://www.tacobell.com/food/sauces/creamy-jalapeno-sauce,https://www.tacobell.com/images/2240_creamy_jalapeno_sauce_269x269.jpg,images/Creamy_Jalapeño_Sauce.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Guacamole,desserts,https://www.tacobell.com/food/sauces/guacamole,https://www.tacobell.com/images/2063_guacamole_269x269.jpg,images/Guacamole.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Chipotle Sauce,desserts,https://www.tacobell.com/food/sauces/chipotle-sauce,https://www.tacobell.com/images/2323_chipotle_sauce_269x269.jpg,images/Chipotle_Sauce.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Avocado Ranch Sauce,desserts,https://www.tacobell.com/food/sauces/avocado-ranch-sauce,https://www.tacobell.com/images/2383_avocado_ranch_sauce_269x269.jpg,images/Avocado_Ranch_Sauce.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Spicy Ranch,desserts,https://www.tacobell.com/food/sauces/spicy-ranch,https://www.tacobell.com/images/2519_spicy_ranch_269x269.jpg,images/Spicy_Ranch.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Red Sauce,desserts,https://www.tacobell.com/food/sauces/red-sauce,https://www.tacobell.com/images/2148_red_sauce_269x269.jpg,images/Red_Sauce.jpg,$0.00,0,True,False,False,False,"At participating U.S. Taco Bell® locations. Contact restaurant for prices, hours & participation, which vary. Tax extra. 2,000 calories a day used for general nutrition advice, but calorie needs vary. Additional nutrition information available upon request.",
Mexican Pizza Sauce,desserts,https://www.tacobell.com/food/sauces/mexican-pizza-sauce,https://www.tacobell.com/images/2370_mexican_pizza_sauce_269x269.jpg,images/Mexican_Pizza_Sauce.jpg,$0.00,0,True,False,False,False,"A mild flavorful sauce with sweet chili notes of cumin, tomato and onions.",
Beefy Potato Loaded Griller,Cravings Value Menu,https://www.tacobell.com/food/specialties/beefy-potato-loaded-griller,https://www.tacobell.com/images/25501_beef_potato_loaded_griller_269x269.jpg,images/Beefy_Potato_Loaded_Griller.jpg,$0.00,0,True,False,False,False,Steak Garlic Nacho Fries,
Salted Caramel Churros 3pk,Cravings Value Menu,https://www.tacobell.com/food/sweets/salted-caramel-churros-3pk,https://www.tacobell.com/images/25504_salted_caramel_churros_3pk_269x269.jpg,images/Salted_Caramel_Churros_3pk.jpg,$0.00,0,True,False,False,False,Steak Garlic Nacho Fries,
Mini Taco Salad,Cravings Value Menu,https://www.tacobell.com/food/specialties/mini-taco-salad,https://www.tacobell.com/images/25502_mini_taco_salad_269x269.jpg,images/Mini_Taco_Salad.jpg,$0.00,0,True,False,False,False,Steak Garlic Nacho Fries,
Chips and Nacho Supreme Dip,Cravings Value Menu,https://www.tacobell.com/food/deals-and-combos/chips-and-nacho-supreme-dip,https://www.tacobell.com/images/25509_chips_and_nacho_supreme_dip_new_269x269.jpg,images/Chips_and_Nacho_Supreme_Dip.jpg,$0.00,0,True,False,False,False,Steak Garlic Nacho Fries,
Avocado Ranch Chicken Stacker,Cravings Value Menu,https://www.tacobell.com/food/specialties/avocado-ranch-chicken-stacker,https://www.tacobell.com/images/25500_chipotle_ranch_chicken_stacker_269x269.jpg,images/Avocado_Ranch_Chicken_Stacker.jpg,$0.00,0,True,False,False,False,Steak Garlic Nacho Fries,
Cheesy Roll Up,Cravings Value Menu,https://www.tacobell.com/food/sides/cheesy-roll-up,https://www.tacobell.com/images/22152_cheesy_roll_up_269x269.jpg,images/Cheesy_Roll_Up.jpg,$0.00,0,True,False,False,False,Cantina Chicken Crispy Taco,
Spicy Potato Soft Taco,Cravings Value Menu,https://www.tacobell.com/food/cravings-value-menu/spicy-potato-soft-taco,https://www.tacobell.com/images/22259_spicy_potato_soft_taco_269x269.jpg,images/Spicy_Potato_Soft_Taco.jpg,$0.00,0,True,False,False,False,Cheesy Gordita Crunch,
Cheesy Bean and Rice Burrito,Cravings Value Menu,https://www.tacobell.com/food/cravings-value-menu/cheesy-bean-and-rice-burrito,https://www.tacobell.com/images/22283_cheesy_bean_and_rice_burrito_269x269.jpg,images/Cheesy_Bean_and_Rice_Burrito.jpg,$0.00,0,True,False,False,False,Cheesy Bean And Rice Burrito with Seasoned Beef,
3 Cheese Chicken Flatbread Melt,Cravings Value Menu,https://www.tacobell.com/food/quesadillas/3-cheese-chicken-flatbread-melt,https://www.tacobell.com/images/23499_new_3_cheese_chicken_flatbread_melt_269x269.jpg,images/3_Cheese_Chicken_Flatbread_Melt.jpg,$0.00,0,True,False,False,False,Cheesy Bean and Rice Burrito,
Cheesy Fiesta Potatoes,Cravings Value Menu,https://www.tacobell.com/food/sides/cheesy-fiesta-potatoes,https://www.tacobell.com/images/22530_cheesy_fiesta_potatoes_269x269.jpg,images/Cheesy_Fiesta_Potatoes.jpg,$0.00,0,True,False,False,False,Cantina Chicken Crispy Taco,
Cheesy Double Beef Burrito,Cravings Value Menu,https://www.tacobell.com/food/burritos/cheesy-double-beef-burrito,https://www.tacobell.com/images/23226_new_cheesy_double_beef_burrito_269x269.jpg,images/Cheesy_Double_Beef_Burrito.jpg,$0.00,0,True,False,False,False,Cheesy Double Beef Burrito with Potatoes and Creamy Jalapeño Sauce,
